Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5108,0,8.5108,0,0,0,0,0,0,45.21,6.84,9.804,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.011923,961894,45,0,0.47783,0,0.29896,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,25.983,978.06,347.04,0.01,2.664e-4
0.01,0,0,21.666,0,21.666,0,0,0,0,0,0,45.21,6.84,9.804,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.011955,964467,1095,0,0.47767,0,0.2988,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,25.983,978.06,347.04,0.01,3.339e-4
0.02,0.0010834,0.21668,51.525,0.21668,51.525,0,0,0,0,0,0,45.21,6.84,9.804,87.018,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.012003,968352,2133.8,6.1607e-5,0.47743,1.6399e-4,0.29856,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2264e-5,22,380.13,90,0,NaN,25.983,978.06,347.04,0.01,3.931e-4
0.03,0.005827,0.73207,53.482,0.73207,53.482,0,0,0,0,0,0,45.21,6.84,9.804,80.045,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.012203,984434,2201.2,0.0021898,0.47646,0.0056399,0.29759,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5218e-5,22,380.13,90,0,NaN,25.983,978.06,347.04,0.01,4.509e-4
0.04,0.015823,1.2671,55.446,1.2671,55.446,0,0,0,0,0,0,45.21,6.84,9.804,73.145,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.012592,1015826,2268.8,0.010385,0.47461,0.025118,0.29574,0.058854,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3019e-4,22,380.13,90,0,NaN,25.983,978.06,347.04,0.01,5.737e-4
0.05,0.031267,1.8217,57.411,1.8217,57.411,0,0,0,0,0,0,45.21,6.84,9.804,66.518,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.013174,1062774,2336.2,0.028049,0.47199,0.061983,0.29311,0.058854,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8718e-4,22,380.13,90,0,NaN,25.983,978.06,347.04,0.01,6.921e-4
0.06,0.052355,2.396,58.514,2.396,58.514,0,0,0,0,0,0,45.21,6.84,9.804,60.178,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.013883,1.12e6,2373.8,0.057956,0.46898,0.11532,0.2901,0.058854,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4619e-4,22,380.13,90,0,NaN,25.983,978.06,347.04,0.01,7.655e-4
0.07,0.079242,2.9814,58.754,2.9814,58.754,0,0,0,0,0,0,45.21,6.84,9.804,54.416,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.014763,1191000,2381.2,0.10109,0.46552,0.17788,0.28663,0.058855,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0633e-4,22,380.13,90,0,NaN,25.983,978.06,347.04,0.01,8.529e-4
0.08,0.11199,3.5691,58.995,3.5691,58.995,0,0,0,0,0,0,45.21,6.84,9.804,49.327,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.01578,1273012,2388.8,0.15699,0.46183,0.2418,0.28295,0.058856,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6672e-4,22,380.13,90,0,NaN,25.982,978.06,347.04,0.01,9.116e-4
0.09,0.15064,4.1593,59.235,4.1593,59.235,0,0,0,0,0,0,45.21,6.84,9.804,44.868,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.01691,1364211,2396.2,0.2251,0.45808,0.30189,0.27919,0.058856,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2736e-4,22,380.13,90,0,NaN,25.982,978.06,347.04,0.01,9.702e-4
