Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5118,0,8.5118,0,0,0,0,0,0,44.73,5.65,9.8051,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.019752,1870366,45,0,0.44188,0,0.26298,0.058859,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-7.5615,985.57,326.72,0.01,3.557e-4
0.01,0,0,21.665,0,21.665,0,0,0,0,0,0,44.73,5.65,9.8051,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.0198,1874985,1095,0,0.44176,0,0.26285,0.058859,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-7.5615,985.57,326.72,0.01,4.381e-4
0.02,0.0010833,0.21667,51.524,0.21667,51.524,0,0,0,0,0,0,44.73,5.65,9.8051,88.086,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.01986,1880653,2133.8,4.1952e-5,0.44162,4.0553e-5,0.26271,0.058859,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.245e-5,22,380.13,90,0,NaN,-7.5615,985.57,326.72,0.01,4.974e-4
0.03,0.0058268,0.73205,53.481,0.73205,53.481,0,0,0,0,0,0,44.73,5.65,9.8051,83.575,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.020024,1896131,2201.2,0.0015362,0.44122,0.0014609,0.2623,0.058859,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5849e-5,22,380.13,90,0,NaN,-7.5615,985.57,326.72,0.01,5.794e-4
0.04,0.015822,1.2671,55.445,1.2671,55.445,0,0,0,0,0,0,44.73,5.65,9.8051,78.997,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.02032,1924209,2268.8,0.0075331,0.4405,0.006956,0.26159,0.058859,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3128e-4,22,380.13,90,0,NaN,-7.5616,985.57,326.72,0.01,6.98e-4
0.05,0.031266,1.8217,57.41,1.8217,57.41,0,0,0,0,0,0,44.73,5.65,9.8051,74.419,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.020758,1965696,2336.2,0.021094,0.43947,0.018664,0.26055,0.058859,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8875e-4,22,380.13,90,0,NaN,-7.5616,985.57,326.72,0.01,8.274e-4
0.06,0.052354,2.396,58.513,2.396,58.513,0,0,0,0,0,0,44.73,5.65,9.8051,69.959,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.021399,2026417,2373.8,0.04495,0.438,0.037425,0.25908,0.05886,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4825e-4,22,380.13,90,0,NaN,-7.5616,985.57,326.72,0.01,8.87e-4
0.07,0.07924,2.9813,58.753,2.9813,58.753,0,0,0,0,0,0,44.73,5.65,9.8051,65.702,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.022176,2.1e6,2381.2,0.080973,0.4363,0.062777,0.25738,0.058861,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.089e-4,22,380.13,90,0,NaN,-7.5617,985.57,326.72,0.01,9.569e-4
0.08,0.11199,3.5691,58.994,3.5691,58.994,0,0,0,0,0,0,44.73,5.65,9.8051,61.738,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.02307,2184643,2388.8,0.12987,0.43444,0.09303,0.25551,0.058862,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.698e-4,22,380.13,90,0,NaN,-7.5617,985.57,326.72,0.01,0.0010134
0.09,0.15063,4.1592,59.235,4.1592,59.235,0,0,0,0,0,0,44.73,5.65,9.8051,58.07,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.02407,2279331,2396.2,0.19215,0.43246,0.12645,0.25352,0.058863,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3094e-4,22,380.13,90,0,NaN,-7.5618,985.56,326.72,0.01,0.0010898
