Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5134,0,8.5134,0,0,0,0,0,0,45.81,3.19,9.8067,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.0034022,302928,45,0,0.5606,0,0.38175,0.05885,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-3.3458,945.68,329.27,0.01,3.279e-4
0.01,0,0,21.663,0,21.663,0,0,0,0,0,0,45.81,3.19,9.8067,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.0034433,306583,1095,0,0.55957,0,0.38072,0.05885,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-3.3458,945.68,329.27,0.01,4.25e-4
0.02,0.0010833,0.21666,51.522,0.21666,51.522,0,0,0,0,0,0,45.81,3.19,9.8067,79.306,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.0035459,315721,2133.8,2.5646e-4,0.55707,0.0081062,0.37822,0.05885,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2025e-5,22,380.13,90,0,NaN,-3.3458,945.68,329.27,0.01,4.852e-4
0.03,0.0058265,0.73202,53.479,0.73202,53.479,0,0,0,0,0,0,45.81,3.19,9.8067,57.764,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.0041678,371094,2201.2,0.0071173,0.54374,0.16284,0.36489,0.05885,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4415e-5,22,380.13,90,0,NaN,-3.3458,945.68,329.27,0.01,5.455e-4
0.04,0.015821,1.267,55.443,1.267,55.443,0,0,0,0,0,0,45.81,3.19,9.8067,42.826,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.0052465,467137,2268.8,0.026342,0.52595,0.38034,0.34709,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.288e-4,22,380.13,90,0,NaN,-3.3459,945.68,329.27,0.01,6.059e-4
0.05,0.031264,1.8216,57.408,1.8216,57.408,0,0,0,0,0,0,45.81,3.19,9.8067,33.107,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.0066045,588055,2336.2,0.057182,0.50942,0.521,0.33056,0.058851,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8518e-4,22,380.13,90,0,NaN,-3.3459,945.67,329.27,0.01,6.716e-4
0.06,0.052352,2.3959,58.51,2.3959,58.51,0,0,0,0,0,0,45.81,3.19,9.8067,26.673,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.0081429,725026,2373.8,0.098027,0.49539,0.58755,0.31653,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4356e-4,22,380.13,90,0,NaN,-3.346,945.67,329.27,0.01,7.33e-4
0.07,0.079237,2.9812,58.75,2.9812,58.75,0,0,0,0,0,0,45.81,3.19,9.8067,22.245,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.009782,870966,2381.2,0.14718,0.48383,0.61131,0.30496,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0306e-4,22,380.13,90,0,NaN,-3.3461,945.67,329.27,0.01,8.116e-4
0.08,0.11199,3.5689,58.991,3.5689,58.991,0,0,0,0,0,0,45.81,3.19,9.8067,19.09,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.01147,1021219,2388.8,0.20313,0.4743,0.61367,0.29543,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6281e-4,22,380.13,90,0,NaN,-3.3463,945.67,329.27,0.01,8.7e-4
0.09,0.15063,4.159,59.232,4.159,59.232,0,0,0,0,0,0,45.81,3.19,9.8067,16.74,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.01319,1174396,2396.2,0.26531,0.4663,0.60609,0.28742,0.058854,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.228e-4,22,380.13,90,0,NaN,-3.3464,945.66,329.27,0.01,9.482e-4
0.1,0.19518,4.7516,59.191,4.7516,59.191,0,0,0,0,0,0,45.81,3.19,9.8067,14.927,0,0,0,34692,6975.8,33.025,0.41406,NaN,260.79,NaN,0.014934,1329718,2394,0.33203,0.45946,0.59164,0.28057,0.058855,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8303e-4,22,380.13,90,0,NaN,-3.3466,945.66,329.27,0.01,0.0010224
0.11,0.24566,5.3437,58.87,5.3437,58.87,0,0,0,0,0,0,45.81,3.19,9.8067,13.236,0,0,0,34679,6962.6,33.015,0.41401,NaN,260.76,NaN,0.016672,1484386,2382,0.40046,0.4536,0.57262,0.27471,0.058856,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4323e-4,22,380.13,90,0,NaN,-3.3468,945.65,329.27,0.01,0.0011233
