Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5118,0,8.5118,0,0,0,0,0,0,46.65,6.69,9.8051,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.053428,4422108,45,0,0.41698,0,0.2377,0.058913,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,27.068,1008.1,347.7,0.01,2.147e-4
0.01,0,0,21.665,0,21.665,0,0,0,0,0,0,46.65,6.69,9.8051,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.053452,4424025,1095,0,0.41698,0,0.2377,0.058913,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,27.068,1008.1,347.7,0.01,3.061e-4
0.02,0.0010833,0.21667,51.524,0.21667,51.524,0,0,0,0,0,0,46.65,6.69,9.8051,89.332,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.053478,4426243,2133.8,1.2665e-5,0.41698,1.6475e-6,0.2377,0.058913,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1692e-5,22,380.13,90,0,NaN,27.068,1008.1,347.7,0.01,3.802e-4
0.03,0.0058268,0.73205,53.481,0.73205,53.481,0,0,0,0,0,0,46.65,6.69,9.8051,87.746,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.053539,4431287,2201.2,4.8022e-4,0.41698,6.2326e-5,0.2377,0.058913,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3288e-5,22,380.13,90,0,NaN,27.068,1008.1,347.7,0.01,4.379e-4
0.04,0.015822,1.2671,55.445,1.2671,55.445,0,0,0,0,0,0,46.65,6.69,9.8051,86.105,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.053645,4.44e6,2268.8,0.0024459,0.41699,3.162e-4,0.2377,0.058913,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2685e-4,22,380.13,90,0,NaN,27.068,1008.1,347.7,0.01,4.952e-4
0.05,0.031266,1.8217,57.411,1.8217,57.411,0,0,0,0,0,0,46.65,6.69,9.8051,84.411,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.0538,4452857,2336.2,0.0071345,0.41699,9.1701e-4,0.2377,0.058913,0.12038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8238e-4,22,380.13,90,0,NaN,27.068,1008.1,347.7,0.01,5.571e-4
0.06,0.052354,2.396,58.514,2.396,58.514,0,0,0,0,0,0,46.65,6.69,9.8051,82.645,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.053831,4455438,2373.8,0.015967,0.41699,0.0020499,0.2377,0.058914,0.12038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3987e-4,22,380.13,90,0,NaN,27.068,1008.1,347.7,0.01,6.153e-4
0.07,0.079241,2.9814,58.755,2.9814,58.755,0,0,0,0,0,0,46.65,6.69,9.8051,80.85,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.053918,4462662,2381.2,0.030234,0.41699,0.003869,0.2377,0.058914,0.12038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9847e-4,22,380.13,90,0,NaN,27.068,1008.1,347.7,0.01,6.719e-4
0.08,0.11199,3.5691,58.997,3.5691,58.997,0,0,0,0,0,0,46.65,6.69,9.8051,79.054,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.05406,4474361,2388.8,0.050964,0.41699,0.0064877,0.2377,0.058914,0.12038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5732e-4,22,380.13,90,0,NaN,27.067,1008.1,347.7,0.01,7.288e-4
0.09,0.15063,4.1593,59.238,4.1593,59.238,0,0,0,0,0,0,46.65,6.69,9.8051,77.263,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.054256,4490555,2396.2,0.079212,0.41699,0.010011,0.2377,0.058915,0.12038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.164e-4,22,380.13,90,0,NaN,27.067,1008.1,347.7,0.01,9.114e-4
