Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5144,0,8.5144,0,0,0,0,0,0,48.03,3.78,9.8077,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.0094006,838411,45,0,0.48618,0,0.30731,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-0.42006,960.49,331.04,0.01,3.046e-4
0.01,0,0,21.662,0,21.662,0,0,0,0,0,0,48.03,3.78,9.8077,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.0095602,852649,1095,0,0.48513,0,0.30627,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-0.42006,960.49,331.04,0.01,4.653e-4
0.02,0.0010832,0.21665,51.521,0.21665,51.521,0,0,0,0,0,0,48.03,3.78,9.8077,86.148,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.0097419,868849,2133.8,8.6121e-5,0.48398,3.551e-4,0.30511,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.113e-5,22,380.13,90,0,NaN,-0.42006,960.49,331.04,0.01,5.243e-4
0.03,0.0058263,0.732,53.478,0.732,53.478,0,0,0,0,0,0,48.03,3.78,9.8077,77.384,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.010124,902923,2201.2,0.0029469,0.48163,0.011251,0.30276,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1392e-5,22,380.13,90,0,NaN,-0.42006,960.49,331.04,0.01,5.822e-4
0.04,0.015821,1.267,55.442,1.267,55.442,0,0,0,0,0,0,48.03,3.78,9.8077,69.132,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.010744,958218,2268.8,0.013458,0.47806,0.045622,0.29919,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2357e-4,22,380.13,90,0,NaN,-0.42007,960.49,331.04,0.01,6.395e-4
0.05,0.031264,1.8216,57.407,1.8216,57.407,0,0,0,0,0,0,48.03,3.78,9.8077,61.652,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.011588,1033543,2336.2,0.035079,0.4736,0.10222,0.29473,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7766e-4,22,380.13,90,0,NaN,-0.42009,960.49,331.04,0.01,8.845e-4
0.06,0.052351,2.3959,58.51,2.3959,58.51,0,0,0,0,0,0,48.03,3.78,9.8077,53.88,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.012277,1094975,2373.8,0.071762,0.47026,0.1863,0.29139,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3367e-4,22,380.13,90,0,NaN,-0.42011,960.49,331.04,0.01,9.62e-4
0.07,0.079235,2.9812,58.75,2.9812,58.75,0,0,0,0,0,0,48.03,3.78,9.8077,46.938,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.013189,1176277,2381.2,0.12334,0.46621,0.27747,0.28733,0.058854,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9075e-4,22,380.13,90,0,NaN,-0.42014,960.49,331.04,0.01,0.0010516
0.08,0.11199,3.5689,58.99,3.5689,58.99,0,0,0,0,0,0,48.03,3.78,9.8077,40.949,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.014273,1272996,2388.8,0.18816,0.46183,0.3614,0.28295,0.058855,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4807e-4,22,380.13,90,0,NaN,-0.42017,960.49,331.04,0.01,0.0011111
0.09,0.15062,4.159,59.231,4.159,59.231,0,0,0,0,0,0,48.03,3.78,9.8077,35.837,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.015497,1382121,2396.2,0.26443,0.45738,0.43087,0.27849,0.058855,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0563e-4,22,380.13,90,0,NaN,-0.42021,960.49,331.04,0.01,0.0011979
0.1,0.19518,4.7515,59.19,4.7515,59.19,0,0,0,0,0,0,48.03,3.78,9.8077,31.489,0,0,0,34692,6975.8,33.025,0.41406,NaN,260.79,NaN,0.016832,1501156,2394,0.35027,0.45301,0.48382,0.27412,0.058856,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6342e-4,22,380.13,90,0,NaN,-0.42026,960.49,331.04,0.01,0.001272
0.11,0.24565,5.3436,58.867,5.3436,58.867,0,0,0,0,0,0,48.03,3.78,9.8077,29.108,0,0,0,34679,6962.6,33.015,0.41401,NaN,260.76,NaN,0.018475,1647714,2382,0.44175,0.44822,0.50645,0.26931,0.058858,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2116e-4,22,380.13,90,0,NaN,-0.42031,960.48,331.04,0.01,0.0013317
0.12,0.30203,5.9325,58.544,5.9325,58.544,0,0,0,0,0,0,48.03,3.78,9.8077,27.131,0,0,0,34665,6949.5,33.004,0.41396,NaN,260.73,NaN,0.020136,1795877,2370,0.54095,0.44389,0.52207,0.26498,0.058859,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.786e-4,22,380.13,90,0,NaN,-0.42037,960.48,331.04,0.01,0.0013911
0.13,0.36428,6.5181,58.221,6.5181,58.221,0,0,0,0,0,0,48.03,3.78,9.8077,25.469,0,0,0,34652,6936.4,32.994,0.4139,NaN,260.69,NaN,0.021809,1945063,2358,0.64738,0.43998,0.53262,0.26106,0.05886,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3572e-4,22,380.13,90,0,NaN,-0.42044,960.48,331.04,0.01,0.0014501
0.14,0.43238,7.1005,57.897,7.1005,57.897,0,0,0,0,0,0,48.03,3.78,9.8077,24.054,0,0,0,34639,6923.2,32.983,0.41385,NaN,260.66,NaN,0.023489,2094857,2346,0.76065,0.43643,0.53951,0.25749,0.058862,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9252e-4,22,380.13,90,0,NaN,-0.42051,960.48,331.04,0.01,0.0016263
0.15,0.50628,7.6797,57.573,7.6797,57.573,0,0,0,0,0,0,48.03,3.78,9.8077,22.837,0,0,0,34626,6910.1,32.973,0.4138,NaN,260.63,NaN,0.025172,2244951,2334,0.88043,0.43317,0.54376,0.25423,0.058864,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4901e-4,22,380.13,90,0,NaN,-0.42058,960.48,331.04,0.01,0.0016905
0.16,0.58595,8.2556,57.248,8.2556,57.248,0,0,0,0,0,0,48.03,3.78,9.8077,21.728,0,0,0,34613,6897,32.962,0.41374,NaN,260.59,NaN,0.026845,2394230,2322,1.0062,0.43021,0.54638,0.25125,0.058866,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0518e-4,22,380.13,90,0,NaN,-0.42067,960.48,331.04,0.01,0.0017508
0.17,0.67137,8.8283,56.923,8.8283,56.923,0,0,0,0,0,0,48.03,3.78,9.8077,20.756,0,0,0,34600,6883.9,32.952,0.41369,NaN,260.56,NaN,0.028519,2543482,2310,1.1379,0.42747,0.54747,0.24849,0.058868,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6103e-4,22,380.13,90,0,NaN,-0.42076,960.47,331.04,0.01,0.0018313
0.18,0.7625,9.3977,56.597,9.3977,56.597,0,0,0,0,0,0,48.03,3.78,9.8077,19.898,0,0,0,34587,6870.8,32.941,0.41364,NaN,260.53,NaN,0.03019,2692560,2298,1.2751,0.42493,0.54746,0.24594,0.05887,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1656e-4,22,380.13,90,0,NaN,-0.42085,960.47,331.04,0.01,0.0019734
0.19,0.85931,9.9639,56.271,9.9639,56.271,0,0,0,0,0,0,48.03,3.78,9.8077,19.137,0,0,0,34574,6857.7,32.931,0.41358,NaN,260.49,NaN,0.031859,2841347,2286,1.4178,0.42257,0.54663,0.24357,0.058872,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.7178e-4,22,380.13,90,0,NaN,-0.42095,960.47,331.04,0.01,0.0020573
