Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5152,0,8.5152,0,0,0,0,0,0,48.45,0.04,9.8085,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.012173,1036602,45,0,0.47343,0,0.29456,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,11.208,967.57,338.09,0.01,2.29e-4
0.01,0,0,21.662,0,21.662,0,0,0,0,0,0,48.45,0.04,9.8085,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.012095,1029947,1095,0,0.4738,0,0.29493,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,11.208,967.57,338.09,0.01,2.994e-4
0.02,0.0010832,0.21664,51.521,0.21664,51.521,0,0,0,0,0,0,48.45,0.04,9.8085,86.948,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.012034,1024746,2133.8,6.51e-5,0.4741,1.7456e-4,0.29523,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0956e-5,22,380.13,90,0,NaN,11.208,967.57,338.09,0.01,3.602e-4
0.03,0.0058262,0.73198,53.478,0.73198,53.478,0,0,0,0,0,0,48.45,0.04,9.8085,79.721,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.012133,1033218,2201.2,0.0023313,0.47362,0.006149,0.29475,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0807e-5,22,380.13,90,0,NaN,11.208,967.57,338.09,0.01,4.197e-4
0.04,0.015821,1.2669,55.442,1.2669,55.442,0,0,0,0,0,0,48.45,0.04,9.8085,72.466,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.012439,1059193,2268.8,0.011114,0.47218,0.027894,0.2933,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2256e-4,22,380.13,90,0,NaN,11.208,967.57,338.09,0.01,4.786e-4
0.05,0.031263,1.8216,57.407,1.8216,57.407,0,0,0,0,0,0,48.45,0.04,9.8085,65.427,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.012956,1103246,2336.2,0.030113,0.46984,0.069662,0.29096,0.058854,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7621e-4,22,380.13,90,0,NaN,11.208,967.57,338.09,0.01,5.423e-4
0.06,0.05235,2.3958,58.509,2.3958,58.509,0,0,0,0,0,0,48.45,0.04,9.8085,58.274,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.013476,1147512,2373.8,0.062919,0.4676,0.13454,0.28872,0.058854,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3176e-4,22,380.13,90,0,NaN,11.208,967.57,338.09,0.01,6.032e-4
0.07,0.079234,2.9811,58.749,2.9811,58.749,0,0,0,0,0,0,48.45,0.04,9.8085,51.642,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.014209,1209922,2381.2,0.11042,0.46464,0.21239,0.28575,0.058854,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8837e-4,22,380.13,90,0,NaN,11.208,967.56,338.09,0.01,6.637e-4
0.08,0.11198,3.5688,58.99,3.5688,58.99,0,0,0,0,0,0,48.45,0.04,9.8085,45.712,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.015117,1287275,2388.8,0.17177,0.46122,0.29188,0.28234,0.058855,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4522e-4,22,380.13,90,0,NaN,11.208,967.56,338.09,0.01,7.24e-4
0.09,0.15062,4.1589,59.23,4.1589,59.23,0,0,0,0,0,0,48.45,0.04,9.8085,40.486,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.016174,1377251,2396.2,0.24574,0.45757,0.36478,0.27868,0.058856,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0231e-4,22,380.13,90,0,NaN,11.208,967.56,338.09,0.01,7.842e-4
