Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5126,0,8.5126,0,0,0,0,0,0,44.77,4.84,9.8059,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.0054725,425109,45,0,0.53308,0,0.35422,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,29.785,957.1,349.35,0.01,4.211e-4
0.01,0,0,21.664,0,21.664,0,0,0,0,0,0,44.77,4.84,9.8059,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.005346,415280,1095,0,0.53488,0,0.35602,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,29.785,957.1,349.35,0.01,4.945e-4
0.02,0.0010833,0.21667,51.523,0.21667,51.523,0,0,0,0,0,0,44.77,4.84,9.8059,83.224,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.0052561,408304,2133.8,1.4636e-4,0.53619,0.002075,0.35734,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2433e-5,22,380.13,90,0,NaN,29.785,957.1,349.35,0.01,5.839e-4
0.03,0.0058267,0.73203,53.48,0.73203,53.48,0,0,0,0,0,0,44.77,4.84,9.8059,67.636,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.0055071,427801,2201.2,0.0047494,0.53259,0.061336,0.35374,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5794e-5,22,380.13,90,0,NaN,29.785,957.1,349.35,0.01,6.833e-4
0.04,0.015822,1.267,55.444,1.267,55.444,0,0,0,0,0,0,44.77,4.84,9.8059,53.86,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.0061497,477716,2268.8,0.020081,0.52429,0.20797,0.34543,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3119e-4,22,380.13,90,0,NaN,29.784,957.1,349.35,0.01,7.856e-4
0.05,0.031265,1.8217,57.409,1.8217,57.409,0,0,0,0,0,0,44.77,4.84,9.8059,42.866,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.0071144,552654,2336.2,0.047926,0.51376,0.37087,0.3349,0.058851,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8861e-4,22,380.13,90,0,NaN,29.784,957.1,349.35,0.01,9.123e-4
0.06,0.052353,2.3959,58.511,2.3959,58.511,0,0,0,0,0,0,44.77,4.84,9.8059,37.043,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.0085924,667463,2373.8,0.085444,0.50083,0.4533,0.32196,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4807e-4,22,380.13,90,0,NaN,29.784,957.1,349.35,0.01,0.0010123
0.07,0.079238,2.9813,58.751,2.9813,58.751,0,0,0,0,0,0,44.77,4.84,9.8059,32.861,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.010159,789184,2381.2,0.13295,0.48997,0.50455,0.3111,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0868e-4,22,380.13,90,0,NaN,29.784,957.1,349.35,0.01,0.0010721
0.08,0.11199,3.569,58.992,3.569,58.992,0,0,0,0,0,0,44.77,4.84,9.8059,29.791,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.011772,914444,2388.8,0.18932,0.48087,0.53511,0.30199,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6953e-4,22,380.13,90,0,NaN,29.784,957.09,349.35,0.01,0.0011441
0.09,0.15063,4.1591,59.233,4.1591,59.233,0,0,0,0,0,0,44.77,4.84,9.8059,27.452,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.013416,1042167,2396.2,0.25415,0.47312,0.55307,0.29424,0.058854,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3063e-4,22,380.13,90,0,NaN,29.783,957.09,349.35,0.01,0.0012021
0.1,0.19518,4.7516,59.192,4.7516,59.192,0,0,0,0,0,0,44.77,4.84,9.8059,25.615,0,0,0,34692,6975.8,33.025,0.41406,NaN,260.79,NaN,0.015084,1171728,2394,0.32722,0.46643,0.56331,0.28755,0.058855,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9198e-4,22,380.13,90,0,NaN,29.783,957.08,349.35,0.01,0.0012621
0.11,0.24566,5.3438,58.87,5.3438,58.87,0,0,0,0,0,0,44.77,4.84,9.8059,23.155,0,0,0,34679,6962.6,33.015,0.41401,NaN,260.76,NaN,0.016637,1292333,2382,0.4074,0.46101,0.57654,0.28212,0.058856,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5329e-4,22,380.13,90,0,NaN,29.783,957.08,349.35,0.01,0.0013393
0.12,0.30204,5.9327,58.548,5.9327,58.548,0,0,0,0,0,0,44.77,4.84,9.8059,21.128,0,0,0,34665,6949.5,33.004,0.41396,NaN,260.73,NaN,0.018206,1414242,2370,0.49291,0.45616,0.58247,0.27726,0.058857,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1427e-4,22,380.13,90,0,NaN,29.782,957.07,349.35,0.01,0.0014404
0.13,0.3643,6.5184,58.225,6.5184,58.225,0,0,0,0,0,0,44.77,4.84,9.8059,19.434,0,0,0,34652,6936.4,32.994,0.4139,NaN,260.69,NaN,0.019786,1536961,2358,0.58329,0.4518,0.58359,0.27289,0.058859,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7491e-4,22,380.13,90,0,NaN,29.782,957.07,349.35,0.01,0.0015356
0.14,0.43239,7.1008,57.901,7.1008,57.901,0,0,0,0,0,0,44.77,4.84,9.8059,17.999,0,0,0,34639,6923.2,32.983,0.41385,NaN,260.66,NaN,0.021372,1660140,2346,0.67816,0.44785,0.58156,0.26893,0.05886,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3521e-4,22,380.13,90,0,NaN,29.781,957.06,349.35,0.01,0.0016674
0.15,0.5063,7.68,57.577,7.68,57.577,0,0,0,0,0,0,44.77,4.84,9.8059,16.769,0,0,0,34626,6910.1,32.973,0.4138,NaN,260.63,NaN,0.02296,1783526,2334,0.77719,0.44425,0.57746,0.26532,0.058862,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9518e-4,22,380.13,90,0,NaN,29.781,957.05,349.35,0.01,0.0017397
0.16,0.58598,8.256,57.253,8.256,57.253,0,0,0,0,0,0,44.77,4.84,9.8059,16.875,0,0,0,34613,6897,32.962,0.41374,NaN,260.59,NaN,0.024696,1918339,2322,0.89196,0.44067,0.57285,0.26173,0.058863,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5482e-4,22,380.13,90,0,NaN,29.78,957.05,349.35,0.01,0.0017989
0.17,0.6714,8.8287,56.928,8.8287,56.928,0,0,0,0,0,0,44.77,4.84,9.8059,16.972,0,0,0,34600,6883.9,32.952,0.41369,NaN,260.56,NaN,0.026423,2052466,2310,1.0135,0.43742,0.56864,0.25846,0.058865,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1412e-4,22,380.13,90,0,NaN,29.78,957.04,349.35,0.01,0.0018571
