Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5106,0,8.5106,0,0,0,0,0,0,45.32,5.39,9.8039,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.034833,3086527,45,0,0.41901,0,0.23998,0.058877,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-3.5673,940.13,329.14,0.01,2.439e-4
0.01,0,0,21.666,0,21.666,0,0,0,0,0,0,45.32,5.39,9.8039,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.035507,3146258,1095,0,0.4182,0,0.23916,0.058878,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-3.5673,940.13,329.14,0.01,3.623e-4
0.02,0.0010834,0.21669,51.525,0.21669,51.525,0,0,0,0,0,0,45.32,5.39,9.8039,88.958,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.036187,3206519,2133.8,2.0481e-5,0.4174,6.2524e-6,0.23835,0.058879,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2221e-5,22,380.13,90,0,NaN,-3.5673,940.13,329.14,0.01,4.683e-4
0.03,0.0058271,0.73207,53.482,0.73207,53.482,0,0,0,0,0,0,45.32,5.39,9.8039,86.546,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.036922,3271660,2201.2,7.5485e-4,0.41679,2.2136e-4,0.23773,0.05888,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5073e-5,22,380.13,90,0,NaN,-3.5673,940.13,329.14,0.01,5.676e-4
0.04,0.015823,1.2671,55.446,1.2671,55.446,0,0,0,0,0,0,45.32,5.39,9.8039,84.143,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.037726,3342898,2268.8,0.0037453,0.4168,0.001052,0.23773,0.058881,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2994e-4,22,380.13,90,0,NaN,-3.5673,940.13,329.14,0.01,6.443e-4
0.05,0.031267,1.8217,57.412,1.8217,57.412,0,0,0,0,0,0,45.32,5.39,9.8039,81.756,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.038602,3420520,2336.2,0.010649,0.41681,0.0028569,0.23773,0.058883,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8682e-4,22,380.13,90,0,NaN,-3.5674,940.13,329.14,0.01,7.588e-4
0.06,0.052355,2.3961,58.515,2.3961,58.515,0,0,0,0,0,0,45.32,5.39,9.8039,79.26,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.039065,3461540,2373.8,0.023441,0.41681,0.0061404,0.23773,0.058883,0.1202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4571e-4,22,380.13,90,0,NaN,-3.5674,940.13,329.14,0.01,8.474e-4
0.07,0.079243,2.9814,58.756,2.9814,58.756,0,0,0,0,0,0,45.32,5.39,9.8039,76.78,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.039608,3509647,2381.2,0.043659,0.41682,0.011125,0.23773,0.058884,0.1202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0574e-4,22,380.13,90,0,NaN,-3.5674,940.13,329.14,0.01,9.307e-4
0.08,0.112,3.5692,58.997,3.5692,58.997,0,0,0,0,0,0,45.32,5.39,9.8039,74.36,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.040225,3564323,2388.8,0.072406,0.41682,0.017889,0.23773,0.058886,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6602e-4,22,380.13,90,0,NaN,-3.5675,940.12,329.14,0.01,0.0010287
0.09,0.15064,4.1594,59.239,4.1594,59.239,0,0,0,0,0,0,45.32,5.39,9.8039,72.009,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.040914,3625354,2396.2,0.11075,0.41683,0.02645,0.23773,0.058887,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2654e-4,22,380.13,90,0,NaN,-3.5675,940.12,329.14,0.01,0.0011113
0.1,0.19519,4.752,59.199,4.752,59.199,0,0,0,0,0,0,45.32,5.39,9.8039,69.729,0,0,0,34692,6975.8,33.025,0.41406,NaN,260.79,NaN,0.041672,3692510,2394,0.15962,0.41684,0.036746,0.23773,0.058888,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8731e-4,22,380.13,90,0,NaN,-3.5676,940.12,329.14,0.01,0.0011696
