Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.513,0,8.513,0,0,0,0,0,0,45.95,5.52,9.8063,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.043283,3826227,45,0,0.41686,0,0.23772,0.058891,0.12024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,16.146,1026.8,341.08,0.01,2.768e-4
0.01,0,0,21.664,0,21.664,0,0,0,0,0,0,45.95,5.52,9.8063,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.04385,3876344,1095,0,0.41686,0,0.23772,0.058892,0.12025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,16.146,1026.8,341.08,0.01,3.743e-4
0.02,0.0010833,0.21666,51.523,0.21666,51.523,0,0,0,0,0,0,45.95,5.52,9.8063,89.181,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.044422,3926862,2133.8,1.6397e-5,0.41687,3.0391e-6,0.23772,0.058893,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.197e-5,22,380.13,90,0,NaN,16.146,1026.8,341.08,0.01,4.469e-4
0.03,0.0058266,0.73203,53.48,0.73203,53.48,0,0,0,0,0,0,45.95,5.52,9.8063,87.269,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.045035,3981099,2201.2,6.1209e-4,0.41688,1.1038e-4,0.23772,0.058894,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4229e-5,22,380.13,90,0,NaN,16.146,1026.8,341.08,0.01,5.221e-4
0.04,0.015822,1.267,55.444,1.267,55.444,0,0,0,0,0,0,45.95,5.52,9.8063,85.338,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.045702,4040058,2268.8,0.0030704,0.41689,5.3763e-4,0.23772,0.058896,0.12027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2848e-4,22,380.13,90,0,NaN,16.146,1026.8,341.08,0.01,6.204e-4
0.05,0.031265,1.8216,57.409,1.8216,57.409,0,0,0,0,0,0,45.95,5.52,9.8063,83.394,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.046426,4104051,2336.2,0.0088241,0.41689,0.0014973,0.23772,0.058897,0.12028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8472e-4,22,380.13,90,0,NaN,16.146,1026.8,341.08,0.01,7.127e-4
0.06,0.052353,2.3959,58.513,2.3959,58.513,0,0,0,0,0,0,45.95,5.52,9.8063,81.453,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.047264,4178118,2373.8,0.019387,0.4169,0.003174,0.23771,0.058899,0.12029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4295e-4,22,380.13,90,0,NaN,16.146,1026.8,341.08,0.01,8.024e-4
0.07,0.079238,2.9813,58.753,2.9813,58.753,0,0,0,0,0,0,45.95,5.52,9.8063,79.543,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.04816,4257329,2381.2,0.036066,0.41691,0.0056871,0.23771,0.058901,0.1203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0231e-4,22,380.13,90,0,NaN,16.145,1026.8,341.08,0.01,8.608e-4
0.08,0.11199,3.569,58.995,3.569,58.995,0,0,0,0,0,0,45.95,5.52,9.8063,77.698,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.04911,4341225,2388.8,0.059777,0.41693,0.0090652,0.23771,0.058903,0.12031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6191e-4,22,380.13,90,0,NaN,16.145,1026.8,341.08,0.01,9.634e-4
0.09,0.15063,4.1592,59.237,4.1592,59.237,0,0,0,0,0,0,45.95,5.52,9.8063,75.916,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.050109,4429604,2396.2,0.091431,0.41694,0.013318,0.23771,0.058905,0.12033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2175e-4,22,380.13,90,0,NaN,16.145,1026.8,341.08,0.01,0.0010222
0.1,0.19519,4.7518,59.197,4.7518,59.197,0,0,0,0,0,0,45.95,5.52,9.8063,74.197,0,0,0,34692,6975.8,33.025,0.41406,NaN,260.79,NaN,0.051158,4522267,2394,0.13183,0.41695,0.018423,0.23771,0.058907,0.12034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8184e-4,22,380.13,90,0,NaN,16.145,1026.8,341.08,0.01,0.0010826
0.11,0.24566,5.344,58.876,5.344,58.876,0,0,0,0,0,0,45.95,5.52,9.8063,72.733,0,0,0,34679,6962.6,33.015,0.41401,NaN,260.76,NaN,0.052784,4666046,2382,0.17981,0.41697,0.023604,0.2377,0.058911,0.12036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4189e-4,22,380.13,90,0,NaN,16.145,1026.8,341.08,0.01,0.0011683
0.12,0.30205,5.9329,58.555,5.9329,58.555,0,0,0,0,0,0,45.95,5.52,9.8063,71.366,0,0,0,34665,6949.5,33.004,0.41396,NaN,260.73,NaN,0.05444,4812421,2370,0.23628,0.417,0.029159,0.2377,0.058915,0.12039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0161e-4,22,380.13,90,0,NaN,16.145,1026.8,341.08,0.01,0.0012674
0.13,0.36431,6.5187,58.232,6.5187,58.232,0,0,0,0,0,0,45.95,5.52,9.8063,70.09,0,0,0,34652,6936.4,32.994,0.4139,NaN,260.69,NaN,0.056122,4961085,2358,0.30136,0.41702,0.034994,0.23769,0.058919,0.12041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6101e-4,22,380.13,90,0,NaN,16.144,1026.8,341.08,0.01,0.0013245
0.14,0.43241,7.1012,57.909,7.1012,57.909,0,0,0,0,0,0,45.95,5.52,9.8063,68.898,0,0,0,34639,6923.2,32.983,0.41385,NaN,260.66,NaN,0.057827,5111764,2346,0.37511,0.41705,0.041028,0.23769,0.058923,0.12043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2008e-4,22,380.13,90,0,NaN,16.144,1026.8,341.08,0.01,0.0013817
