Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5145,0,8.5145,0,0,0,0,0,0,47.9,4.04,9.8078,0,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0,0,45,0,1.183,1.183,1.0042,0.05885,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,8.3315,999.76,336.35,0.01,4.24e-4
0.01,0,0,21.662,0,21.662,0,0,0,0,0,0,47.9,4.04,9.8078,0,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0,0,1095,0,1.183,1.183,1.0042,0.05885,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,8.3315,999.76,336.35,0.01,5.199e-4
0.02,0.0010832,0.21665,51.521,0.21665,51.521,0,0,0,0,0,0,47.9,4.04,9.8078,0,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,6.4412e-4,57418,2133.8,8.3512e-4,0.75658,0.75658,0.57773,0.05885,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1183e-5,22,380.13,90,0,NaN,8.3315,999.76,336.35,0.01,6.074e-4
0.03,0.0058263,0.732,53.478,0.732,53.478,0,0,0,0,0,0,47.9,4.04,9.8078,0,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.0021763,194001,2201.2,0.0075853,0.60196,0.60196,0.42311,0.05885,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1572e-5,22,380.13,90,0,NaN,8.3315,999.76,336.35,0.01,7.241e-4
0.04,0.015821,1.267,55.442,1.267,55.442,0,0,0,0,0,0,47.9,4.04,9.8078,0,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.0037668,335785,2268.8,0.020834,0.5519,0.5519,0.37305,0.05885,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2388e-4,22,380.13,90,0,NaN,8.3315,999.76,336.35,0.01,8.089e-4
0.05,0.031263,1.8216,57.407,1.8216,57.407,0,0,0,0,0,0,47.9,4.04,9.8078,0,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.0054158,482774,2336.2,0.040851,0.52351,0.52351,0.34465,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7811e-4,22,380.13,90,0,NaN,8.3314,999.76,336.35,0.01,9.171e-4
0.06,0.05235,2.3958,58.51,2.3958,58.51,0,0,0,0,0,0,47.9,4.04,9.8078,0,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.0071231,634972,2373.8,0.068059,0.50417,0.50417,0.32531,0.058851,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3426e-4,22,380.13,90,0,NaN,8.3314,999.76,336.35,0.01,0.0010038
0.07,0.079235,2.9812,58.75,2.9812,58.75,0,0,0,0,0,0,47.9,4.04,9.8078,0,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.0088633,790095,2381.2,0.10239,0.48989,0.48989,0.31103,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9149e-4,22,380.13,90,0,NaN,8.3313,999.76,336.35,0.01,0.001169
0.08,0.11199,3.5689,58.991,3.5689,58.991,0,0,0,0,0,0,47.9,4.04,9.8078,0,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.010611,945857,2388.8,0.14343,0.47883,0.47883,0.29996,0.058853,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4895e-4,22,380.13,90,0,NaN,8.3313,999.76,336.35,0.01,0.0012276
0.09,0.15062,4.159,59.233,4.159,59.233,0,0,0,0,0,0,47.9,4.04,9.8078,0,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.012365,1102257,2396.2,0.19114,0.46989,0.46989,0.29101,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0665e-4,22,380.13,90,0,NaN,8.3312,999.75,336.35,0.01,0.001297
