Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5119,0,8.5119,0,0,0,0,0,0,46.12,4.03,9.8052,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.022517,1847076,45,0,0.44252,0,0.26359,0.058861,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,14.25,944.89,339.93,0.01,3.423e-4
0.01,0,0,21.665,0,21.665,0,0,0,0,0,0,46.12,4.03,9.8052,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.022448,1841430,1095,0,0.44267,0,0.26374,0.058861,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,14.25,944.89,339.93,0.01,4.557e-4
0.02,0.0010833,0.21667,51.524,0.21667,51.524,0,0,0,0,0,0,46.12,4.03,9.8052,88.369,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.022388,1836529,2133.8,3.1863e-5,0.4428,2.5271e-5,0.26387,0.058861,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1904e-5,22,380.13,90,0,NaN,14.25,944.89,339.93,0.01,5.16e-4
0.03,0.0058268,0.73205,53.481,0.73205,53.481,0,0,0,0,0,0,46.12,4.03,9.8052,84.487,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.022414,1838645,2201.2,0.0011825,0.44274,9.3568e-4,0.26381,0.058861,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4003e-5,22,380.13,90,0,NaN,14.25,944.89,339.93,0.01,5.748e-4
0.04,0.015822,1.267,55.445,1.267,55.445,0,0,0,0,0,0,46.12,4.03,9.8052,80.486,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.022551,1849935,2268.8,0.005878,0.44244,0.0045946,0.26351,0.058861,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2809e-4,22,380.13,90,0,NaN,14.25,944.89,339.93,0.01,6.328e-4
0.05,0.031266,1.8217,57.41,1.8217,57.41,0,0,0,0,0,0,46.12,4.03,9.8052,76.413,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.022811,1871216,2336.2,0.016687,0.44188,0.012748,0.26295,0.058861,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8416e-4,22,380.13,90,0,NaN,14.25,944.89,339.93,0.01,6.961e-4
0.06,0.052354,2.396,58.513,2.396,58.513,0,0,0,0,0,0,46.12,4.03,9.8052,72.339,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.023232,1905763,2373.8,0.03609,0.44099,0.026581,0.26205,0.058862,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4221e-4,22,380.13,90,0,NaN,14.25,944.89,339.93,0.01,7.551e-4
0.07,0.07924,2.9813,58.754,2.9813,58.754,0,0,0,0,0,0,46.12,4.03,9.8052,68.356,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.023778,1950557,2381.2,0.065935,0.43986,0.046359,0.26092,0.058862,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0138e-4,22,380.13,90,0,NaN,14.25,944.89,339.93,0.01,8.128e-4
0.08,0.11199,3.5691,58.995,3.5691,58.995,0,0,0,0,0,0,46.12,4.03,9.8052,64.554,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.024437,2004577,2388.8,0.10715,0.43854,0.071331,0.2596,0.058863,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.608e-4,22,380.13,90,0,NaN,14.25,944.88,339.93,0.01,9.255e-4
0.09,0.15063,4.1592,59.236,4.1592,59.236,0,0,0,0,0,0,46.12,4.03,9.8052,60.953,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.0252,2067220,2396.2,0.16047,0.43707,0.10045,0.25812,0.058864,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2046e-4,22,380.13,90,0,NaN,14.25,944.88,339.93,0.01,9.975e-4
