Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5146,0,8.5146,0,0,0,0,0,0,48.19,0.76,9.8079,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.005659,524734,45,0,0.51745,0,0.33859,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-2.4491,989.05,329.81,0.01,2.129e-4
0.01,0,0,21.662,0,21.662,0,0,0,0,0,0,48.19,0.76,9.8079,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.00558,517403,1095,0,0.51846,0,0.3396,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-2.4491,989.05,329.81,0.01,3.057e-4
0.02,0.0010832,0.21665,51.521,0.21665,51.521,0,0,0,0,0,0,48.19,0.76,9.8079,83.19,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.00554,513695,2133.8,1.6454e-4,0.51898,0.0020372,0.34012,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1064e-5,22,380.13,90,0,NaN,-2.4491,989.05,329.81,0.01,3.79e-4
0.03,0.0058263,0.73199,53.478,0.73199,53.478,0,0,0,0,0,0,48.19,0.76,9.8079,67.738,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.0058585,543229,2201.2,0.0052904,0.51497,0.058574,0.33612,0.058851,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.117e-5,22,380.13,90,0,NaN,-2.4491,989.05,329.81,0.01,4.576e-4
0.04,0.015821,1.267,55.442,1.267,55.442,0,0,0,0,0,0,48.19,0.76,9.8079,54.284,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.0065804,610168,2268.8,0.022268,0.50688,0.19542,0.32802,0.058851,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2318e-4,22,380.13,90,0,NaN,-2.4492,989.05,329.81,0.01,5.31e-4
0.05,0.031263,1.8216,57.406,1.8216,57.406,0,0,0,0,0,0,48.19,0.76,9.8079,43.623,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.0076296,707450,2336.2,0.053142,0.49699,0.34692,0.31813,0.058851,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7711e-4,22,380.13,90,0,NaN,-2.4492,989.05,329.81,0.01,6.582e-4
0.06,0.05235,2.3958,58.509,2.3958,58.509,0,0,0,0,0,0,48.19,0.76,9.8079,35.016,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.0088697,822440,2373.8,0.097547,0.48737,0.47118,0.30851,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3294e-4,22,380.13,90,0,NaN,-2.4492,989.05,329.81,0.01,7.67e-4
0.07,0.079235,2.9811,58.749,2.9811,58.749,0,0,0,0,0,0,48.19,0.76,9.8079,28.537,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.010289,954029,2381.2,0.15241,0.47832,0.54709,0.29945,0.058852,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8985e-4,22,380.13,90,0,NaN,-2.4492,989.04,329.81,0.01,8.271e-4
0.08,0.11198,3.5688,58.989,3.5688,58.989,0,0,0,0,0,0,48.19,0.76,9.8079,23.661,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.011814,1095430,2388.8,0.21462,0.47024,0.58436,0.29137,0.058853,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4699e-4,22,380.13,90,0,NaN,-2.4493,989.04,329.81,0.01,9.364e-4
0.09,0.15062,4.1589,59.23,4.1589,59.23,0,0,0,0,0,0,48.19,0.76,9.8079,19.909,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.013411,1243569,2396.2,0.28239,0.46311,0.59661,0.28424,0.058854,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0436e-4,22,380.13,90,0,NaN,-2.4493,989.04,329.81,0.01,9.953e-4
