Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5094,0,8.5094,0,0,0,0,0,0,44.11,6.12,9.8027,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.038631,3772278,45,0,0.41681,0,0.23773,0.058883,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-10.412,1002.3,324.99,0.01,3.542e-4
0.01,0,0,21.667,0,21.667,0,0,0,0,0,0,44.11,6.12,9.8027,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.037692,3680564,1095,0,0.4168,0,0.23773,0.058881,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,-10.412,1002.3,324.99,0.01,4.647e-4
0.02,0.0010835,0.2167,51.526,0.2167,51.526,0,0,0,0,0,0,44.11,6.12,9.8027,88.961,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.036759,3589440,2133.8,2.2308e-5,0.41679,6.1887e-6,0.23774,0.05888,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2692e-5,22,380.13,90,0,NaN,-10.412,1002.3,324.99,0.01,5.663e-4
0.03,0.0058273,0.7321,53.483,0.7321,53.483,0,0,0,0,0,0,44.11,6.12,9.8027,86.401,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.035884,3504046,2201.2,8.5931e-4,0.41678,2.5014e-4,0.23774,0.058878,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6662e-5,22,380.13,90,0,NaN,-10.412,1002.3,324.99,0.01,6.673e-4
0.04,0.015823,1.2671,55.448,1.2671,55.448,0,0,0,0,0,0,44.11,6.12,9.8027,83.621,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.035092,3426636,2268.8,0.0044397,0.41678,0.0013514,0.23774,0.058877,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3269e-4,22,380.13,90,0,NaN,-10.412,1002.3,324.99,0.01,7.245e-4
0.05,0.031268,1.8218,57.413,1.8218,57.413,0,0,0,0,0,0,44.11,6.12,9.8027,80.62,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.034395,3358611,2336.2,0.013112,0.41677,0.0041545,0.23774,0.058876,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9077e-4,22,380.13,90,0,NaN,-10.412,1002.3,324.99,0.01,7.988e-4
0.06,0.052357,2.3961,58.516,2.3961,58.516,0,0,0,0,0,0,44.11,6.12,9.8027,77.453,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.033939,3314102,2373.8,0.029455,0.41676,0.0095852,0.23774,0.058875,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5091e-4,22,380.13,90,0,NaN,-10.412,1002.3,324.99,0.01,8.562e-4
0.07,0.079245,2.9815,58.757,2.9815,58.757,0,0,0,0,0,0,44.11,6.12,9.8027,74.154,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.033599,3280878,2381.2,0.055884,0.41676,0.018556,0.23774,0.058875,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1221e-4,22,380.13,90,0,NaN,-10.412,1002.3,324.99,0.01,9.368e-4
0.08,0.112,3.5693,58.998,3.5693,58.998,0,0,0,0,0,0,44.11,6.12,9.8027,70.787,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.033375,3258969,2388.8,0.094224,0.41676,0.031709,0.23774,0.058874,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7376e-4,22,380.13,90,0,NaN,-10.412,1002.3,324.99,0.01,0.0010352
0.09,0.15064,4.1595,59.239,4.1595,59.239,0,0,0,0,0,0,44.11,6.12,9.8027,67.375,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.03327,3248721,2396.2,0.14625,0.41682,0.049528,0.2378,0.058874,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3556e-4,22,380.13,90,0,NaN,-10.412,1002.3,324.99,0.01,0.0011377
