Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5113,0,8.5113,0,0,0,0,0,0,45.12,4.07,9.8046,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.032222,2836963,45,0,0.42264,0,0.24363,0.058873,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,16.645,1025,341.39,0.01,2.804e-4
0.01,0,0,21.665,0,21.665,0,0,0,0,0,0,45.12,4.07,9.8046,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.032222,2836963,1095,0,0.42264,0,0.24363,0.058873,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,16.645,1025,341.39,0.01,3.664e-4
0.02,0.0010834,0.21668,51.525,0.21668,51.525,0,0,0,0,0,0,45.12,4.07,9.8046,88.872,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.032228,2837513,2133.8,2.2747e-5,0.42263,8.0242e-6,0.24362,0.058873,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2298e-5,22,380.13,90,0,NaN,16.645,1025,341.39,0.01,4.777e-4
0.03,0.0058269,0.73206,53.482,0.73206,53.482,0,0,0,0,0,0,45.12,4.07,9.8046,86.193,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.032293,2843238,2201.2,8.5264e-4,0.42254,2.9956e-4,0.24354,0.058873,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5336e-5,22,380.13,90,0,NaN,16.645,1025,341.39,0.01,5.794e-4
0.04,0.015822,1.2671,55.446,1.2671,55.446,0,0,0,0,0,0,45.12,4.07,9.8046,83.429,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.032435,2855719,2268.8,0.0042884,0.42235,0.0014935,0.24334,0.058873,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3039e-4,22,380.13,90,0,NaN,16.644,1025,341.39,0.01,6.819e-4
0.05,0.031266,1.8217,57.411,1.8217,57.411,0,0,0,0,0,0,45.12,4.07,9.8046,80.597,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.032661,2875599,2336.2,0.012338,0.42205,0.0042378,0.24304,0.058873,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8747e-4,22,380.13,90,0,NaN,16.644,1025,341.39,0.01,7.443e-4
0.06,0.052355,2.396,58.514,2.396,58.514,0,0,0,0,0,0,45.12,4.07,9.8046,77.712,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.032977,2903475,2373.8,0.027122,0.42164,0.0091376,0.24262,0.058874,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4657e-4,22,380.13,90,0,NaN,16.644,1025,341.39,0.01,8.079e-4
0.07,0.079241,2.9814,58.755,2.9814,58.755,0,0,0,0,0,0,45.12,4.07,9.8046,74.835,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.033384,2939303,2381.2,0.050411,0.42111,0.016572,0.24209,0.058874,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0681e-4,22,380.13,90,0,NaN,16.644,1025,341.39,0.01,8.653e-4
0.08,0.11199,3.5691,58.996,3.5691,58.996,0,0,0,0,0,0,45.12,4.07,9.8046,72.023,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.033875,2982542,2388.8,0.083377,0.42048,0.026621,0.24145,0.058875,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.673e-4,22,380.13,90,0,NaN,16.644,1025,341.39,0.01,9.224e-4
0.09,0.15064,4.1593,59.238,4.1593,59.238,0,0,0,0,0,0,45.12,4.07,9.8046,69.287,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.034448,3032968,2396.2,0.12712,0.41976,0.039249,0.24073,0.058876,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2803e-4,22,380.13,90,0,NaN,16.644,1025,341.38,0.01,9.799e-4
