Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5142,0,8.5142,0,0,0,0,0,0,46.57,4.2,9.8075,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.066262,5096144,45,0,0.41718,0,0.23766,0.058946,0.12057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,31.717,955.3,350.52,0.01,4.66e-4
0.01,0,0,21.663,0,21.663,0,0,0,0,0,0,46.57,4.2,9.8075,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.066268,5096596,1095,0,0.41718,0,0.23766,0.058946,0.12057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,31.717,955.3,350.52,0.01,5.502e-4
0.02,0.0010832,0.21665,51.522,0.21665,51.522,0,0,0,0,0,0,46.57,4.2,9.8075,89.466,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.066277,5097270,2133.8,9.4739e-6,0.41718,8.4606e-7,0.23766,0.058946,0.12057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1722e-5,22,380.13,90,0,NaN,31.717,955.3,350.52,0.01,6.098e-4
0.03,0.0058263,0.732,53.479,0.732,53.479,0,0,0,0,0,0,46.57,4.2,9.8075,88.195,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.066313,5.1e6,2201.2,3.6059e-4,0.41718,3.2168e-5,0.23766,0.058946,0.12057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3392e-5,22,380.13,90,0,NaN,31.716,955.3,350.52,0.01,6.677e-4
0.04,0.015821,1.267,55.443,1.267,55.443,0,0,0,0,0,0,46.57,4.2,9.8075,86.879,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.066384,5105522,2268.8,0.0018438,0.41718,1.6413e-4,0.23766,0.058947,0.12057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2703e-4,22,380.13,90,0,NaN,31.716,955.3,350.52,0.01,7.418e-4
0.05,0.031264,1.8216,57.408,1.8216,57.408,0,0,0,0,0,0,46.57,4.2,9.8075,85.518,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.066495,5114038,2336.2,0.0054003,0.41718,4.7911e-4,0.23766,0.058947,0.12057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8264e-4,22,380.13,90,0,NaN,31.716,955.3,350.52,0.01,8.369e-4
0.06,0.052351,2.3959,58.512,2.3959,58.512,0,0,0,0,0,0,46.57,4.2,9.8075,84.04,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.065824,5062370,2373.8,0.012243,0.41717,0.0011085,0.23766,0.058945,0.12056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4022e-4,22,380.13,90,0,NaN,31.716,955.3,350.52,0.01,8.964e-4
0.07,0.079236,2.9812,58.753,2.9812,58.753,0,0,0,0,0,0,46.57,4.2,9.8075,82.505,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.065201,5014453,2381.2,0.023486,0.41716,0.0021673,0.23767,0.058943,0.12055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.989e-4,22,380.13,90,0,NaN,31.716,955.3,350.52,0.01,9.864e-4
0.08,0.11199,3.569,58.995,3.569,58.995,0,0,0,0,0,0,46.57,4.2,9.8075,80.935,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.064626,4970284,2388.8,0.040101,0.41715,0.0037665,0.23767,0.058942,0.12054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5783e-4,22,380.13,90,0,NaN,31.716,955.29,350.52,0.01,0.0010752
0.09,0.15063,4.1591,59.237,4.1591,59.237,0,0,0,0,0,0,46.57,4.2,9.8075,79.333,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.064103,4.93e6,2396.2,0.063124,0.41714,0.0060263,0.23767,0.05894,0.12053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.17e-4,22,380.13,90,0,NaN,31.715,955.29,350.52,0.01,0.001147
