Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5148,0,8.5148,0,0,0,0,0,0,47.41,0.26,9.8081,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.025882,2008451,45,0,0.43846,0,0.2595,0.058865,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,32.343,966.44,350.9,0.01,3.514e-4
0.01,0,0,21.662,0,21.662,0,0,0,0,0,0,47.41,0.26,9.8081,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.025855,2006419,1095,0,0.4385,0,0.25955,0.058865,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,32.343,966.44,350.9,0.01,4.216e-4
0.02,0.0010832,0.21664,51.521,0.21664,51.521,0,0,0,0,0,0,47.41,0.26,9.8081,88.631,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.025837,2004960,2133.8,2.5546e-5,0.43854,1.4838e-5,0.25959,0.058865,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1382e-5,22,380.13,90,0,NaN,32.343,966.44,350.9,0.01,4.806e-4
0.03,0.0058262,0.73199,53.478,0.73199,53.478,0,0,0,0,0,0,47.41,0.26,9.8081,85.378,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.025887,2008888,2201.2,9.5273e-4,0.43845,5.5121e-4,0.25949,0.058865,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2246e-5,22,380.13,90,0,NaN,32.343,966.44,350.9,0.01,5.386e-4
0.04,0.015821,1.267,55.442,1.267,55.442,0,0,0,0,0,0,47.41,0.26,9.8081,82.026,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.026028,2019851,2268.8,0.0047635,0.43818,0.0027261,0.25923,0.058865,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2505e-4,22,380.13,90,0,NaN,32.343,966.44,350.9,0.01,6.323e-4
0.05,0.031263,1.8216,57.407,1.8216,57.407,0,0,0,0,0,0,47.41,0.26,9.8081,78.602,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.026269,2038491,2336.2,0.013614,0.43775,0.0076493,0.25879,0.058865,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7979e-4,22,380.13,90,0,NaN,32.343,966.44,350.9,0.01,7.21e-4
0.06,0.05235,2.3959,58.51,2.3959,58.51,0,0,0,0,0,0,47.41,0.26,9.8081,75.166,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.026669,2069516,2373.8,0.029648,0.43703,0.016163,0.25807,0.058866,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3647e-4,22,380.13,90,0,NaN,32.343,966.44,350.9,0.01,8.248e-4
0.07,0.079235,2.9812,58.751,2.9812,58.751,0,0,0,0,0,0,47.41,0.26,9.8081,71.779,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.027171,2108513,2381.2,0.05458,0.43614,0.028664,0.25718,0.058866,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9424e-4,22,380.13,90,0,NaN,32.343,966.44,350.9,0.01,9.036e-4
0.08,0.11199,3.5689,58.993,3.5689,58.993,0,0,0,0,0,0,47.41,0.26,9.8081,68.514,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.027767,2154789,2388.8,0.089405,0.43512,0.044958,0.25615,0.058867,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5224e-4,22,380.13,90,0,NaN,32.342,966.43,350.9,0.01,9.767e-4
0.09,0.15062,4.159,59.234,4.159,59.234,0,0,0,0,0,0,47.41,0.26,9.8081,65.382,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.028453,2207981,2396.2,0.135,0.43397,0.064657,0.255,0.058868,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1049e-4,22,380.13,90,0,NaN,32.342,966.43,350.9,0.01,0.0010344
0.1,0.19518,4.7516,59.194,4.7516,59.194,0,0,0,0,0,0,47.41,0.26,9.8081,62.394,0,0,0,34692,6975.8,33.025,0.41406,NaN,260.79,NaN,0.029223,2267694,2394,0.192,0.43273,0.087174,0.25375,0.058869,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6897e-4,22,380.13,90,0,NaN,32.342,966.43,350.9,0.01,0.0010939
0.11,0.24565,5.3437,58.872,5.3437,58.872,0,0,0,0,0,0,47.41,0.26,9.8081,59.554,0,0,0,34679,6962.6,33.015,0.41401,NaN,260.76,NaN,0.030053,2332114,2382,0.26055,0.43144,0.11185,0.25245,0.05887,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2742e-4,22,380.13,90,0,NaN,32.342,966.42,350.9,0.01,0.0011528
0.12,0.30204,5.9327,58.55,5.9327,58.55,0,0,0,0,0,0,47.41,0.26,9.8081,56.886,0,0,0,34665,6949.5,33.004,0.41396,NaN,260.73,NaN,0.030948,2401561,2370,0.34023,0.4301,0.13774,0.2511,0.058871,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8554e-4,22,380.13,90,0,NaN,32.341,966.42,350.9,0.01,0.0012123
0.13,0.36429,6.5184,58.227,6.5184,58.227,0,0,0,0,0,0,47.41,0.26,9.8081,54.387,0,0,0,34652,6936.4,32.994,0.4139,NaN,260.69,NaN,0.031901,2475499,2358,0.43081,0.42872,0.16414,0.24971,0.058872,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4335e-4,22,380.13,90,0,NaN,32.341,966.41,350.9,0.01,0.0012718
0.14,0.43239,7.1008,57.903,7.1008,57.903,0,0,0,0,0,0,47.41,0.26,9.8081,52.049,0,0,0,34639,6923.2,32.983,0.41385,NaN,260.66,NaN,0.032905,2553428,2346,0.53192,0.42732,0.19048,0.24831,0.058874,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0084e-4,22,380.13,90,0,NaN,32.34,966.41,350.9,0.01,0.0013315
0.15,0.50629,7.6801,57.579,7.6801,57.579,0,0,0,0,0,0,47.41,0.26,9.8081,49.865,0,0,0,34626,6910.1,32.973,0.4138,NaN,260.63,NaN,0.033955,2634889,2334,0.64316,0.42592,0.2163,0.2469,0.058875,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5801e-4,22,380.13,90,0,NaN,32.34,966.4,350.9,0.01,0.0014081
0.16,0.58597,8.256,57.254,8.256,57.254,0,0,0,0,0,0,47.41,0.26,9.8081,47.792,0,0,0,34613,6897,32.962,0.41374,NaN,260.59,NaN,0.035022,2717660,2322,0.7645,0.42456,0.24168,0.24552,0.058877,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1486e-4,22,380.13,90,0,NaN,32.339,966.39,350.9,0.01,0.0016251
0.17,0.6714,8.8288,56.929,8.8288,56.929,0,0,0,0,0,0,47.41,0.26,9.8081,45.855,0,0,0,34600,6883.9,32.952,0.41369,NaN,260.56,NaN,0.036125,2803275,2310,0.89509,0.4232,0.26594,0.24415,0.058879,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7139e-4,22,380.13,90,0,NaN,32.339,966.38,350.9,0.01,0.0017197
0.18,0.76253,9.3983,56.604,9.3983,56.604,0,0,0,0,0,0,47.41,0.26,9.8081,44.044,0,0,0,34587,6870.8,32.941,0.41364,NaN,260.53,NaN,0.037261,2891384,2298,1.0344,0.42186,0.2889,0.24279,0.05888,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2759e-4,22,380.13,90,0,NaN,32.338,966.38,350.9,0.01,0.0017803
0.19,0.85934,9.9645,56.277,9.9645,56.277,0,0,0,0,0,0,47.41,0.26,9.8081,42.351,0,0,0,34574,6857.7,32.931,0.41358,NaN,260.49,NaN,0.038425,2981676,2286,1.182,0.42053,0.31043,0.24146,0.058882,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.8348e-4,22,380.13,90,0,NaN,32.337,966.37,350.9,0.01,0.0018401
0.2,0.9618,10.527,56.048,10.527,56.048,0,0,0,0,0,0,47.41,0.26,9.8081,40.767,0,0,0,34561,6844.5,32.92,0.41353,NaN,260.46,NaN,0.039613,3073868,2277.4,1.3374,0.41923,0.33048,0.24015,0.058884,0.1202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001039,22,380.13,90,0,NaN,32.337,966.36,350.9,0.01,0.0019175
0.21,1.0699,11.088,55.916,11.088,55.916,0,0,0,0,0,0,47.41,0.26,9.8081,39.344,0,0,0,34548,6831.7,32.91,0.41348,NaN,260.43,NaN,0.040861,3170649,2272.1,1.4994,0.41792,0.34823,0.23882,0.058887,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010944,22,380.13,90,0,NaN,32.336,966.35,350.89,0.01,0.0019906
0.22,1.1836,11.647,55.783,11.647,55.783,0,0,0,0,0,0,47.41,0.26,9.8081,38.01,0,0,0,34535,6819.3,32.9,0.41343,NaN,260.39,NaN,0.042129,3269035,2266.9,1.6696,0.41684,0.36478,0.23773,0.058889,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011496,22,380.13,90,0,NaN,32.335,966.34,350.89,0.01,0.0020517
0.23,1.3028,12.205,55.649,12.205,55.649,0,0,0,0,0,0,47.41,0.26,9.8081,36.757,0,0,0,34523,6806.8,32.89,0.41338,NaN,260.36,NaN,0.043416,3368853,2261.6,1.8519,0.41686,0.38098,0.23772,0.058891,0.12025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012047,22,380.13,90,0,NaN,32.335,966.33,350.89,0.01,0.0023145
0.24,1.4277,12.762,55.515,12.762,55.515,0,0,0,0,0,0,47.41,0.26,9.8081,35.579,0,0,0,34510,6794.3,32.879,0.41332,NaN,260.33,NaN,0.044719,3469947,2256.4,2.042,0.41687,0.39597,0.23772,0.058894,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012596,22,380.13,90,0,NaN,32.334,966.32,350.89,0.01,0.0023923
0.25,1.5581,13.317,55.381,13.317,55.381,0,0,0,0,0,0,47.41,0.26,9.8081,34.471,0,0,0,34498,6781.8,32.869,0.41327,NaN,260.3,NaN,0.046037,3572176,2251.1,2.2397,0.41689,0.4098,0.23772,0.058896,0.12028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013144,22,380.13,90,0,NaN,32.333,966.31,350.89,0.01,0.0024841
0.26,1.694,13.871,55.247,13.871,55.247,0,0,0,0,0,0,47.41,0.26,9.8081,33.395,0,0,0,34485,6769.3,32.859,0.41322,NaN,260.27,NaN,0.047349,3674005,2245.9,2.4452,0.4169,0.42294,0.23771,0.058899,0.12029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013691,22,380.13,90,0,NaN,32.332,966.3,350.89,0.01,0.0025446
0.27,1.8355,14.424,55.112,14.424,55.112,0,0,0,0,0,0,47.41,0.26,9.8081,32.379,0,0,0,34473,6756.8,32.849,0.41317,NaN,260.23,NaN,0.048675,3776808,2240.6,2.6577,0.41692,0.435,0.23771,0.058902,0.12031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014236,22,380.13,90,0,NaN,32.331,966.29,350.89,0.01,0.0026052
0.28,1.9825,14.975,54.976,14.975,54.976,0,0,0,0,0,0,47.41,0.26,9.8081,31.42,0,0,0,34460,6744.4,32.839,0.41312,NaN,260.2,NaN,0.050011,3880476,2235.4,2.877,0.41694,0.44607,0.23771,0.058905,0.12033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001478,22,380.13,90,0,NaN,32.33,966.27,350.89,0.01,0.0026704
0.29,2.135,15.525,54.841,15.525,54.841,0,0,0,0,0,0,47.41,0.26,9.8081,30.513,0,0,0,34448,6731.9,32.829,0.41307,NaN,260.17,NaN,0.051358,3984916,2230.1,3.1029,0.41696,0.4562,0.2377,0.058908,0.12034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015323,22,380.13,90,0,NaN,32.329,966.26,350.89,0.01,0.0027466
0.3,2.293,16.074,54.705,16.074,54.705,0,0,0,0,0,0,47.41,0.26,9.8081,29.655,0,0,0,34435,6719.4,32.819,0.41302,NaN,260.14,NaN,0.052713,4.09e6,2224.9,3.335,0.41697,0.46545,0.2377,0.058911,0.12036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015865,22,380.13,90,0,NaN,32.328,966.25,350.89,0.01,0.0028066
0.31,2.4564,16.621,54.569,16.621,54.569,0,0,0,0,0,0,47.41,0.26,9.8081,28.824,0,0,0,34423,6706.9,32.809,0.41297,NaN,260.11,NaN,0.054067,4195075,2219.6,3.5735,0.41699,0.47406,0.2377,0.058914,0.12038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016405,22,380.13,90,0,NaN,32.327,966.23,350.89,0.01,0.0028662
0.32,2.6254,17.167,54.433,17.167,54.433,0,0,0,0,0,0,47.41,0.26,9.8081,28.037,0,0,0,34410,6694.4,32.799,0.41292,NaN,260.07,NaN,0.055429,4300681,2214.4,3.8178,0.41701,0.4819,0.23769,0.058917,0.1204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016943,22,380.13,90,0,NaN,32.326,966.22,350.89,0.01,0.0029257
0.33,2.7998,17.711,54.296,17.711,54.296,0,0,0,0,0,0,47.41,0.26,9.8081,27.289,0,0,0,34398,6681.9,32.789,0.41287,NaN,260.04,NaN,0.056797,4406789,2209.1,4.0677,0.41703,0.48902,0.23769,0.058921,0.12042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017481,22,380.13,90,0,NaN,32.325,966.2,350.89,0.01,0.0030035
0.34,2.9796,18.254,54.159,18.254,54.159,0,0,0,0,0,0,47.41,0.26,9.8081,26.578,0,0,0,34385,6669.5,32.778,0.41282,NaN,260.01,NaN,0.058171,4513339,2203.9,4.3232,0.41705,0.49548,0.23769,0.058924,0.12044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018017,22,380.13,90,0,NaN,32.324,966.19,350.89,0.01,0.0030769
0.35,3.1649,18.796,54.022,18.796,54.022,0,0,0,0,0,0,47.41,0.26,9.8081,25.901,0,0,0,34373,6657,32.768,0.41277,NaN,259.98,NaN,0.05955,4620277,2198.6,4.584,0.41707,0.50133,0.23768,0.058928,0.12046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018552,22,380.13,90,0,NaN,32.322,966.17,350.89,0.01,0.0031365
0.36,3.3555,19.337,53.885,19.337,53.885,0,0,0,0,0,0,47.41,0.26,9.8081,25.268,0,0,0,34361,6644.5,32.758,0.41272,NaN,259.94,NaN,0.060939,4727981,2193.4,4.8499,0.41709,0.50652,0.23768,0.058931,0.12048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019085,22,380.13,90,0,NaN,32.321,966.16,350.89,0.01,0.0031983
0.37,3.5516,19.876,53.747,19.876,53.747,0,0,0,0,0,0,47.41,0.26,9.8081,24.665,0,0,0,34348,6632,32.748,0.41266,NaN,259.91,NaN,0.062331,4835958,2188.1,5.1209,0.41712,0.5112,0.23767,0.058935,0.12051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019617,22,380.13,90,0,NaN,32.32,966.14,350.88,0.01,0.0032579
0.38,3.753,20.413,53.61,20.413,53.61,0,0,0,0,0,0,47.41,0.26,9.8081,24.09,0,0,0,34336,6619.5,32.738,0.41261,NaN,259.88,NaN,0.063727,4944165,2182.9,5.3968,0.41714,0.51542,0.23767,0.058939,0.12053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020148,22,380.13,90,0,NaN,32.318,966.12,350.88,0.01,0.0033327
0.39,3.9598,20.95,53.471,20.95,53.471,0,0,0,0,0,0,47.41,0.26,9.8081,23.54,0,0,0,34323,6607,32.728,0.41256,NaN,259.85,NaN,0.065125,5052567,2177.6,5.6775,0.41716,0.51921,0.23767,0.058943,0.12055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020677,22,380.13,90,0,NaN,32.317,966.1,350.88,0.01,0.0034074
0.4,4.172,21.484,53.344,21.484,53.399,0,0,0,0,0,2.4162,47.41,0.26,9.8081,23.015,0,0,0,34311,6594.5,32.717,0.41251,248.27,259.81,-0.52453,0.066525,5161129,2171.6,5.9629,0.41718,0.5226,0.23766,0.058947,0.12058,7.2691,-4.9544,-2.33e-5,0,0,0,0,0,0.0021205,22,380.13,90,0,NaN,32.316,966.09,350.88,0.015,0.0035082
0.415,4.5003,22.284,53.13,22.284,53.188,1.4952e-4,-2.3061e-4,2.7483e-4,-57.042,0.036848,2.4975,47.41,0.26,9.8081,22.192,0,-0.31648,8.6069e-6,34295,6579.4,32.705,0.41245,248.71,259.77,-0.50305,0.068589,5321186,2163.2,6.3973,0.41722,0.52745,0.23766,0.058953,0.12061,7.0577,-4.372,1.3393e-4,0,0,0,0,-2.6583e-4,0.0022028,22,380.13,89.998,-56.999,NaN,32.314,966.06,350.88,0.0225,0.0035718
0.4375,5.0151,23.479,52.806,23.48,52.872,9.506e-4,-0.0014662,0.0017474,-57.042,0.094555,2.6338,47.41,0.26,9.8081,21.053,0,-0.75216,2.2039e-5,34273,6557,32.687,0.41236,249.33,259.72,-0.47195,0.071695,5561961,2150.5,7.0651,0.41728,0.53315,0.23765,0.058963,0.12067,6.7742,-3.5853,1.8444e-4,0,0,0,0,-0.0013743,0.0023259,22,380.13,89.985,-56.998,NaN,32.31,966.01,350.88,0.03375,0.0036647
0.47125,5.8376,25.261,52.318,25.261,52.394,0.0035262,-0.0054387,0.0064818,-57.042,0.18708,2.8255,47.41,0.26,9.8081,19.514,0,-1.316,4.1853e-5,34239,6523.4,32.659,0.41222,250.23,259.63,-0.42711,0.076357,5923335,2131.7,8.0994,0.41736,0.53889,0.23763,0.058978,0.12076,6.3172,-2.6939,2.1058e-4,0,0,0,0,-0.0037088,0.0025101,22,380.13,89.95,-56.998,NaN,32.305,965.94,350.88,0.05,0.0037891
0.52125,7.166,27.875,51.593,27.877,51.681,0.010582,-0.01632,0.01945,-57.042,0.33325,3.0144,47.41,0.26,9.808,17.511,0,-2.0491,-1.8936e-5,34189,6473.4,32.618,0.41202,251.5,259.5,-0.36358,0.083244,6457028,2109.2,9.6914,0.41751,0.5426,0.2376,0.059002,0.1209,5.4979,-1.9912,-4.9465e-4,0,0,0,0,-0.0075665,0.0027813,22,380.13,89.866,-56.998,NaN,32.296,965.83,350.87,0.05,0.0038815
0.57125,8.6243,30.457,51.016,30.461,51.119,0.021743,-0.033535,0.039967,-57.042,0.48935,3.2465,47.41,0.26,9.808,15.88,0,-2.6828,-1.2798e-4,34130,6413.7,32.569,0.41178,252.62,259.34,-0.30551,0.090139,6991247,2087.7,11.337,0.41766,0.5414,0.23757,0.059028,0.12106,4.8567,-1.4728,4.6083e-4,0,0,0,0,-0.011062,0.0030504,22,380.13,89.747,-56.999,NaN,32.286,965.7,350.86,0.05,0.0039897
0.62125,10.211,33.011,50.678,33.018,50.801,0.037329,-0.057575,0.068617,-57.042,0.65918,3.5436,47.41,0.26,9.808,14.628,0,-3.2384,-2.7717e-4,34070,6354.4,32.52,0.41154,253.54,259.19,-0.25663,0.097064,7527624,2074.6,13.026,0.41782,0.53653,0.23754,0.059057,0.12122,4.3812,-1.1103,4.6579e-4,0,0,0,0,-0.0139,0.003318,22,380.13,89.599,-57,NaN,32.276,965.57,350.86,0.05,0.0040506
0.67125,11.925,35.548,50.387,35.558,50.535,0.057743,-0.08906,0.10614,-57.042,0.84448,3.8651,47.41,0.26,9.808,13.55,0,-3.7185,-3.9101e-4,34012,6296.1,32.472,0.4113,254.37,259.03,-0.21167,0.10397,8062627,2063.3,14.772,0.41829,0.53038,0.23751,0.059378,0.12141,3.9838,-0.82703,5.0575e-5,0,0,0,0,-0.015974,0.0035852,22,380.13,89.425,-57,NaN,32.265,965.42,350.85,0.05,0.0041122
0.72125,13.765,38.07,50.089,38.084,50.265,0.083422,-0.12867,0.15334,-57.042,1.0464,4.1992,47.41,0.26,9.808,12.593,0,-4.1228,-4.3507e-4,33954,6238.3,32.424,0.41106,255.15,258.88,-0.16936,0.11086,8595692,2052.1,16.58,0.41899,0.52372,0.23748,0.059915,0.1216,3.6403,-0.59934,-2.3225e-4,0,0,0,0,-0.017273,0.0038526,22,380.13,89.228,-57.001,NaN,32.253,965.26,350.84,0.05,0.004187
0.77125,15.732,40.577,49.772,40.596,49.979,0.11482,-0.17709,0.21106,-57.042,1.2651,4.5441,47.41,0.26,9.808,11.743,0,-4.4458,-5.2407e-4,33897,6180.5,32.375,0.41083,255.87,258.72,-0.12962,0.11773,9126903,2040.4,18.452,0.41969,0.51692,0.23744,0.060453,0.1218,3.3428,-0.41565,-4.5339e-4,0,0,0,0,-0.017812,0.00412,22,380.13,89.014,-57.001,NaN,32.24,965.1,350.84,0.05,0.0042639
0.82125,17.823,43.068,49.331,43.094,49.577,0.15241,-0.23506,0.28015,-57.042,1.5018,4.9239,47.41,0.26,9.808,11.056,0,-4.6917,-6.6322e-4,33839,6123,32.327,0.41059,256.48,258.57,-0.095187,0.12459,9658077,2024.7,20.429,0.42041,0.51106,0.2374,0.060993,0.12202,3.1078,-0.27772,-4.9005e-4,0,0,0,0,-0.017711,0.0043876,22,380.13,88.785,-57,NaN,32.226,964.92,350.83,0.05,0.0043399
0.87125,20.038,45.536,48.856,45.57,49.145,0.19671,-0.30338,0.36157,-57.041,1.7586,5.3271,47.41,0.26,9.808,10.485,0,-4.8697,-8.6795e-4,33782,6066.3,32.28,0.41036,257,258.42,-0.064752,0.13143,10186579,2008.2,22.504,0.42113,0.50603,0.23736,0.061532,0.12225,2.9163,-0.17172,4.9129e-4,0,0,0,0,-0.017148,0.0046549,22,380.13,88.546,-57,NaN,32.211,964.73,350.82,0.05,0.0044307
