Temps,Altitude,Vitesse verticale,Acceleration verticale,Vitesse totale,Acceleration totale,Position contre le vent,Position parallele au vent,Distance laterale,Direction laterale,Vitesse laterale,Acceleration laterale,Latitude,Longitude,Acceleration Gravitationnelle,Angle d'attaque,Taux de roulis,Taux de tangage,Taux d'embardee,Masse,Masse du propergol,Moment d'inertie longitudinale,Moment d'inertie rotatif,Emplacement du CP,Emplacement du CG,Calibres marge de stabilite,Mach number,Nombre de Reynolds,Poussee,Force de trainee,Coefficient de trainee,Coefficient de trainee axiale,Coefficient de trainee de friction,Coefficient de trainee de pression,Coefficient de trainee de base,Coefficient de force normale,Coefficient de moment de tangage,Coefficient de moment d'embardee ,Coefficient de force laterale ,Coefficient de moment de roulis ,Coefficient de forcage de roulis,Coefficient d'amortissement de roulis,Coefficient d'amortissement de tangage,Acceleration de Coriolis,Longueur de reference,Surface de reference,Orientation verticale ,Orientation laterale ,Vitesse de vent,Temperature de l'air,Pression atmospherique,Vitesse du son,Pas de simulation du temps,Temps de calcul 
0,0,0,-8.5133,0,8.5133,0,0,0,0,0,0,48.5,6.78,9.8066,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.040571,3486928,45,0,0.41683,0,0.23773,0.058886,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,9.4971,969.03,337.05,0.01,3.988e-4
0.01,0,0,21.663,0,21.663,0,0,0,0,0,0,48.5,6.78,9.8066,90,0,0,0,34795,7079,33.107,0.41448,NaN,261.06,NaN,0.040486,3479579,1095,0,0.41683,0,0.23773,0.058886,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,380.13,90,0,NaN,9.4971,969.03,337.05,0.01,5.034e-4
0.02,0.0010833,0.21666,51.523,0.21666,51.523,0,0,0,0,0,0,48.5,6.78,9.8066,89.088,0,0,0,34792,7075.8,33.105,0.41447,NaN,261.05,NaN,0.040405,3472670,2133.8,1.7602e-5,0.41683,4.1806e-6,0.23773,0.058886,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0937e-5,22,380.13,90,0,NaN,9.4971,969.03,337.05,0.01,6.473e-4
0.03,0.0058265,0.73202,53.48,0.73202,53.48,0,0,0,0,0,0,48.5,6.78,9.8066,86.916,0,0,0,34782,7066.4,33.097,0.41443,NaN,261.02,NaN,0.040373,3469906,2201.2,6.65e-4,0.41683,1.582e-4,0.23773,0.058886,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0741e-5,22,380.13,90,0,NaN,9.4971,969.03,337.05,0.01,7.654e-4
0.04,0.015821,1.267,55.444,1.267,55.444,0,0,0,0,0,0,48.5,6.78,9.8066,84.662,0,0,0,34770,7053.9,33.088,0.41438,NaN,260.99,NaN,0.040404,3472595,2268.8,0.0033728,0.41683,8.0112e-4,0.23773,0.058886,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2244e-4,22,380.13,90,0,NaN,9.4971,969.03,337.05,0.01,8.374e-4
0.05,0.031265,1.8216,57.409,1.8216,57.409,0,0,0,0,0,0,48.5,6.78,9.8066,82.332,0,0,0,34757,7041.4,33.078,0.41433,NaN,260.96,NaN,0.040506,3481312,2336.2,0.0097909,0.41683,0.0023139,0.23773,0.058886,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7604e-4,22,380.13,90,0,NaN,9.4971,969.03,337.05,0.01,9.026e-4
0.06,0.052352,2.3959,58.512,2.3959,58.512,0,0,0,0,0,0,48.5,6.78,9.8066,79.978,0,0,0,34745,7028.9,33.068,0.41428,NaN,260.93,NaN,0.040847,3510630,2373.8,0.021648,0.41683,0.0050311,0.23773,0.058887,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3154e-4,22,380.13,90,0,NaN,9.4971,969.03,337.05,0.01,9.908e-4
0.07,0.079238,2.9813,58.753,2.9813,58.753,0,0,0,0,0,0,48.5,6.78,9.8066,77.622,0,0,0,34732,7015.9,33.057,0.41423,NaN,260.9,NaN,0.041263,3546374,2381.2,0.040497,0.41684,0.0092229,0.23773,0.058887,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.881e-4,22,380.13,90,0,NaN,9.497,969.03,337.05,0.01,0.0010492
0.08,0.11199,3.569,58.995,3.569,58.995,0,0,0,0,0,0,48.5,6.78,9.8066,75.308,0,0,0,34719,7002.6,33.047,0.41417,NaN,260.86,NaN,0.041749,3588144,2388.8,0.067445,0.41684,0.015005,0.23773,0.058888,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.449e-4,22,380.13,90,0,NaN,9.497,969.03,337.05,0.01,0.0011079
0.09,0.15063,4.1592,59.236,4.1592,59.236,0,0,0,0,0,0,48.5,6.78,9.8066,73.04,0,0,0,34705,6989.2,33.036,0.41412,NaN,260.83,NaN,0.042304,3635809,2396.2,0.10358,0.41685,0.022444,0.23772,0.058889,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0193e-4,22,380.13,90,0,NaN,9.497,969.03,337.05,0.01,0.0011663
0.1,0.19518,4.7517,59.197,4.7517,59.197,0,0,0,0,0,0,48.5,6.78,9.8066,70.826,0,0,0,34692,6975.8,33.025,0.41406,NaN,260.79,NaN,0.042925,3689216,2394,0.14987,0.41685,0.031539,0.23772,0.05889,0.12024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.592e-4,22,380.13,90,0,NaN,9.4969,969.03,337.05,0.01,0.0012836
0.11,0.24566,5.3439,58.875,5.3439,58.875,0,0,0,0,0,0,48.5,6.78,9.8066,68.687,0,0,0,34679,6962.6,33.015,0.41401,NaN,260.76,NaN,0.043621,3749021,2382,0.20676,0.41686,0.042135,0.23772,0.058892,0.12025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1643e-4,22,380.13,90,0,NaN,9.4968,969.03,337.05,0.01,0.0014202
0.12,0.30205,5.9329,58.553,5.9329,58.553,0,0,0,0,0,0,48.5,6.78,9.8066,66.628,0,0,0,34665,6949.5,33.004,0.41396,NaN,260.73,NaN,0.044372,3813561,2370,0.27448,0.41687,0.054058,0.23772,0.058893,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7334e-4,22,380.13,90,0,NaN,9.4968,969.03,337.05,0.01,0.0015551
