Temps,Acceleration en x avec g,Acceleration en y avec g,Acceleration en z avec g,Angle phi,Angle theta,Angle psi,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Accelerometre 2 x (en m/s2),Accelerometre 2 y (en m/s2),Accelerometre 2 z (en m/s2),Accelerometre 3 x (en m/s2),Accelerometre 3 y (en m/s2),Accelerometre 3 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyroscope 2 phi,Gyroscope 2 theta,Gyroscope 2 psi,Gyroscope 3 phi,Gyroscope 3 theta,Gyroscope 3 psi
0.0,0.49617662118137207,0.3510328397820222,0.9979346202927112,0.01944192895684943,1.0,0.5002859632115787,0.6669776802274245,0.5680386128141497,0.5146169662079522,0.6669376169464154,0.5679843335470909,0.5146044910828693,0.6669916171711947,0.5680384492988657,0.5146133090881884,0.024575729490677156,0.988432388088726,0.4995218321737559,0.025289013482488854,0.9949365370780898,0.4973647625188141,0.01988021993111677,0.9972165481836945,0.4997486343859317
0.02,0.49617662118137207,0.3510328397820222,0.9979346202927112,0.01944192895684943,1.0,0.5002859632115787,0.6669796035428804,0.5680440405045121,0.5146168875313915,0.6669580597054151,0.5680285362612645,0.5145315327271635,0.666978596745521,0.5680354637276402,0.5146214935287181,0.025643549918330788,0.9877008003723855,0.5031271794242975,0.019144860713771195,0.9878395412266189,0.4968156254050898,0.020559456698565903,0.9955878290382694,0.4993893216897745
0.04,0.49617662118137207,0.3510328397820222,0.9979346202927112,0.01944192895684943,1.0,0.5002859632115787,0.6669777585674834,0.5680386885784566,0.5146164404746374,0.6669543930389213,0.568055382902192,0.5146254250791821,0.666976593936834,0.5680469595678956,0.5146205856619189,0.022259228390623442,0.9953550625923115,0.5037642850168781,0.025642227743872592,0.9987819983261801,0.4985906096758248,0.02135311797975853,0.9969733449873457,0.5002362145085497
0.06,0.49617662118137207,0.35103283978202987,0.9979857609100939,0.01944192895684943,1.0,0.5002859632115787,0.6669764492807506,0.5680450844684594,0.5146182077123254,0.666978842069966,0.5680282868907504,0.514540041899177,0.6669765514174685,0.5680474236056994,0.5146071140445267,0.022107987872330648,0.9936360589409983,0.5033843185173313,0.021728105289050836,0.9932434773224382,0.4984559240743415,0.019306955251167823,0.9982525814552596,0.5001275365364599
0.08,0.49617662118137207,0.3510328397820779,0.998151987905201,0.01944192895684943,1.0,0.5002859632115787,0.6669760229138703,0.5680466392655295,0.5146233615777176,0.6669642138379476,0.5679812278252551,0.5145896925795589,0.6669826139628633,0.5680321276497365,0.5146486963185595,0.019167459030189016,0.997613329615125,0.49791997926649023,0.020688272249713258,0.9901917788401398,0.49768574428108026,0.019912324869592768,0.9968296844850422,0.4994208270493343
0.1,0.49617662118137207,0.351032839782219,0.9983373973222182,0.01944192895684943,1.0,0.5002859632115787,0.6669792922158279,0.5680469316078617,0.5146187974662206,0.666959212137642,0.5680026991101883,0.5146040736604313,0.6669817925514201,0.568054911290309,0.514623868036013,0.02303794742564408,0.9916268755998394,0.502042389954945,0.02140972605288405,0.9942731103658551,0.4967472122019104,0.01956376886500305,0.9999272218021742,0.4996951618847297
0.12,0.49617662118137207,0.35103283978252986,0.9986620066165977,0.01944192895684943,1.0,0.5002859632115787,0.6504523812959628,0.5680429572953464,0.5146274484299063,0.6504634875566356,0.5679818972486694,0.5146334287366164,0.6504680121508366,0.5680326385513871,0.5146490394427422,0.025017304859207112,0.9876724537560773,0.49697020833209316,0.023273059936937734,0.990732247074928,0.4970129474205595,0.01975293847517856,0.9959577970774769,0.5006700031734672
0.14,0.49617662118137207,0.35103283978310035,0.9989367158882013,0.01944192895684943,1.0,0.5002859632115787,0.6504531922270299,0.5680416574572581,0.5146243966154475,0.6504598485912071,0.5680053557774096,0.5146408699329557,0.6504609098223345,0.5680481805665444,0.5146438251492953,0.024745225634642987,0.9929315395698874,0.5039673366095765,0.02401667947568331,0.9908690574209598,0.5002453928699236,0.019831626020406556,0.9964140378381636,0.5009146195078483
0.16,0.49617662118137207,0.3510328397840131,0.9992118356186616,0.01944192895684943,1.0,0.5002859632115787,0.5967411926573829,0.5680428504544919,0.5146214961852464,0.596752563024482,0.5680582060866692,0.5146179645149109,0.5967465436374502,0.5680392283044728,0.5146280837603849,0.02262113281115502,1.0,0.5009126075524449,0.021203349962649665,0.9957469518327828,0.5006574342304221,0.020145638171640057,0.9957619533499817,0.5003898627449416
0.18,0.49617662118137207,0.35103283978534905,0.9994761425436711,0.01944192895684943,1.0,0.5002859632115787,0.5967424245967692,0.5680429655048114,0.5146247331507247,0.5967211205428964,0.5679999105581092,0.5146326594597042,0.5967467444945207,0.5680607858464632,0.5146388949207905,0.024525952429776454,0.9883844387345964,0.49733767946449,0.024106260026234505,0.9903290740819798,0.4969675221933559,0.020077156964368903,0.9987918440408183,0.5001719460781833
0.2,0.49617662118137207,0.3510328397871859,0.999729592877344,0.01944192895684943,1.0,0.5002859632115787,0.5368558462775357,0.5680457056105356,0.514622030188455,0.5368573929087149,0.5680621139584603,0.5145524704151079,0.5368560695780404,0.568037871627756,0.5146282669000575,0.023654205500292846,0.9864570584113017,0.5037797853088484,0.020157827962115626,0.9850139015998384,0.4966867907333111,0.021174178570258606,0.9981072169455139,0.4992941529391444
0.22,0.49617662118137207,0.3510328397895655,0.9997543083822629,0.01944192895684943,1.0,0.5002859632115787,0.5368561366863001,0.5680430820293015,0.5146204041675156,0.5368185294176677,0.5680384274147142,0.5146070953972904,0.5368612121759422,0.568034977740838,0.514625584301361,0.026020095869248916,0.9974100850137355,0.49764759811740844,0.018959497258047686,0.9934449703140906,0.5015999776078655,0.019789482718653828,0.9987739420117527,0.49983359754873585
0.24,0.49617662118137207,0.3510328397924951,0.999778607303418,0.01944192895684943,1.0,0.5002859632115787,0.43196606267162296,0.5680396222671592,0.5146166983866688,0.43192826022686875,0.5680753601192644,0.514633595699329,0.4319790160640676,0.5680469031578799,0.5146347194734289,0.019150241122497635,0.9990705820191466,0.5018304906540697,0.025245737253689893,0.988678942247751,0.5008205656456056,0.021108304812470335,0.9979098527468724,0.5006182917369527
