Temps,Acceleration en x avec g,Acceleration en y avec g,Acceleration en z avec g,Angle phi,Angle theta,Angle psi,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Accelerometre 2 x (en m/s2),Accelerometre 2 y (en m/s2),Accelerometre 2 z (en m/s2),Accelerometre 3 x (en m/s2),Accelerometre 3 y (en m/s2),Accelerometre 3 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyroscope 2 phi,Gyroscope 2 theta,Gyroscope 2 psi,Gyroscope 3 phi,Gyroscope 3 theta,Gyroscope 3 psi
0.0,0.4962289069952156,0.3517249931381812,0.9979494644629395,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.6652276570321425,0.5772439599624397,0.5071586149774797,0.6652296543372883,0.5772437746192104,0.507094884398956,0.665214261746991,0.577251519243345,0.507163342810111,0.018889540812939865,0.9714989952035264,0.4966852818025063,0.02120917208564249,0.997949244546505,0.5006528852648638,0.023553345265802716,0.9944026000398638,0.4969678571097588
0.02,0.4962289069952156,0.3517249931381812,0.9979494644629395,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.6652277560781807,0.5772447649030482,0.5071654707401262,0.665218667025696,0.5772139241987718,0.5071803952679982,0.6652213656120538,0.577234081048016,0.5071375802776839,0.019954451908259063,0.9830963253859659,0.4955062191706896,0.019267130377534136,0.9997874166630378,0.5005121410727766,0.02469258066475316,0.9974913522978137,0.500774627984126
0.04,0.4962289069952156,0.3517249931381812,0.9979494644629395,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.6652308044843993,0.5772517131242363,0.5071608477184817,0.6652286711794824,0.577215652746765,0.5071381028309121,0.6652277914972775,0.5772397072120474,0.5071390354455418,0.02935109868672342,0.9999064554513803,0.5019944115976719,0.021234792194834762,0.9953953954288451,0.5006062662158112,0.02111913915821534,0.9928529877222168,0.49855102227520864
0.06,0.4962289069952156,0.3517249931381891,0.9980006173953438,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.6652301401879543,0.5772406943882977,0.507167050905962,0.6652369323604634,0.5772870064578053,0.5070967189575297,0.6652186740067714,0.5772565483505585,0.5071706591597172,0.029036738630806136,0.9787282343547339,0.5002742951386404,0.01984682774040908,0.9947925104193609,0.4989502835388033,0.020363976897687486,0.9937496277323783,0.49862203971739927
0.08,0.4962289069952156,0.35172499313823874,0.998166884419084,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.6652295478906769,0.5772447598589371,0.5071588707344586,0.6652224375647229,0.5772142588327505,0.5071234934167232,0.6652278745281351,0.5772312757866525,0.5071568129083742,0.02740628339381801,0.9793892669771351,0.49475582999888856,0.020474108113757383,0.9962792587180579,0.5005513788348358,0.023597711843840907,0.9889194198512079,0.5015564283530153
0.1,0.4962289069952156,0.35172499313838457,0.9983523384839967,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.6652268615128769,0.5772437527970751,0.5071587015764768,0.6651990937348596,0.5772062094755108,0.5071796016371292,0.6652200194243157,0.5772388371597593,0.5071743633002478,0.02103405284069565,0.984889530347848,0.5055934921716544,0.021237786587675223,0.9980560796470901,0.4987103888785459,0.020561966591543412,0.9992076128375107,0.49954079282957387
0.12,0.4962289069952156,0.35172499313870575,0.9986770259465844,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.6486214469995597,0.5772494639842133,0.5071681726833527,0.6486071442724765,0.5772456530177159,0.5071773029277977,0.6486310028115879,0.5772470017033032,0.5071392638376565,0.02187001450677417,0.9982568146063278,0.5031970229801573,0.0206909350607814,0.9988592451772808,0.49910424811643267,0.02243982639478198,0.9916111917970081,0.4989272813389763
0.14,0.4962289069952156,0.35172499313929523,0.9989518013701187,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.6486215389018077,0.5772416573311151,0.507159529574386,0.6486391512971843,0.5772810501653658,0.5071956636544898,0.6486172177204844,0.5772548629739581,0.5071511528800899,0.031134013560567164,0.9828807218640592,0.4999373922698798,0.019501719506867576,0.997825855180954,0.4991340431361177,0.022350396646542092,0.996525526658335,0.5003340813812979
0.16,0.4962289069952156,0.35172499314023836,0.999226987351351,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.5946532651705665,0.5772404798650784,0.5071683416759918,0.5946538879792141,0.5772164620697011,0.5071064000121115,0.5946493241773042,0.5772318929476109,0.5071507810715661,0.03135285463718429,0.9976542317272843,0.5049468776907217,0.01987483763675013,0.9970263168430599,0.499644235342979,0.023331115761397847,0.9968858011014283,0.4972782051962317
0.18,0.4962289069952156,0.3517249931416188,0.9994913579233328,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.5946511913345399,0.5772409380423311,0.5071670087430721,0.5946271784254265,0.5772317723690598,0.5071415403198676,0.5946556588131189,0.5772436744129222,0.5071747148789271,0.02059957815447644,0.994028849182351,0.4953568101393678,0.020993138249969956,0.9955556675366791,0.499138452783376,0.023918608461799662,0.9911021872765269,0.4993446560923743
0.2,0.4962289069952156,0.3517249931435169,0.999744869289634,0.019432569185182214,0.9999999999999999,0.4999543174713427,0.5344763211582069,0.5772444141448997,0.5071634807922323,0.5344714712415501,0.5772895282448663,0.5071994649293781,0.5344658333845923,0.5772236495434945,0.5071380815145529,0.030959365259332516,0.9958929278108679,0.4949504258607954,0.01929439129663668,0.998141416651641,0.5002361123740209,0.02026797655060031,0.9973425161128806,0.5009266363453106
