Temps,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyrometre 1 phi,Gyrometre 1 theta,Gyrometre 1 psi,Magnetometre 1 F (en nT),Magnetometre 1 H (en nT),Magnetometre 1 X (en nT),Magnetometre 1 Y (en nT),Magnetometre 1 Z (en nT),Magnetometre 1 Declinaison (en deg),Magnetometre 1 Inclinaison (en deg),GPS 1 Latitude (en deg),GPS 1 Longitude (en deg),GPS 1 Altitude (en deg),
0.0,-9.72743623134587,0.0007927541984679641,1.3680320985658447,-2.952800623686964,1.4696720859842012,0.03580568987589865,0.007464026887993824,-0.01308915330628691,0.0020896971113473586,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.02,-9.734055700226474,0.0008585843026515495,1.3717579166425489,-2.9488069700019373,1.3890888485191832,-0.052455433805559594,-0.0009368770690131963,0.008995919157107036,0.006119594401502247,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.04,-9.726873954262013,-0.0015983895333119582,1.3714460356769993,-3.0337556144812177,1.3837015761649196,0.036331963840206184,0.010636426242584736,-0.009030820822333018,0.0014055036189491179,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.06,-9.722247772141777,-0.00392888102566108,1.3659032469713854,-2.984129340955146,1.3802901757330086,0.000862785213295704,0.00015105123325017883,0.008652921842576046,0.003981146155909606,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.08,-9.730263554123962,0.0025549505560615807,1.3623143559898607,-3.0384763900792144,1.4615740582360275,-0.02118407078151837,0.006739954120907062,-0.003796338390524367,-0.009449322029269298,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.1,-9.724257911932366,0.0015945504382379437,1.3736075963591061,-2.954925986989658,1.4278410509196486,-0.029334516496275168,-0.012797280741521817,0.007627203515558241,-0.007957902167071682,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.12,-12.824422955274704,0.0044606484606282484,1.3624358746474798,-2.966271046696616,1.401135419045307,0.0006077073670200188,-0.0008817522036613309,-0.0031151368019726846,0.006219107015420257,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831645,
0.14,-12.812396612077617,0.00106097038430128,1.3659003405179555,-3.015031643718298,1.3723340923198801,0.018642508545048658,-0.0046548831456985984,0.01041204120980926,0.004401884882316815,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831645,
0.16,-22.867985131537953,0.0044106293051967855,1.3602841077567445,-2.9828408631663277,1.4221746066343255,0.02769827036144751,-0.008392930073314748,0.003482521930837087,-0.004764209642666325,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.004437154222442192,
0.18,-22.86831902357889,0.004658363073408224,1.3705216807912302,-3.0166784866318404,1.462561088592403,-0.031338155751799344,-0.009488200339265462,-0.005735901066646282,-0.0002578855690559797,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.004437154222442192,
