Temps,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyrometre 1 phi,Gyrometre 1 theta,Gyrometre 1 psi,Magnetometre 1 F (en nT),Magnetometre 1 H (en nT),Magnetometre 1 X (en nT),Magnetometre 1 Y (en nT),Magnetometre 1 Z (en nT),Magnetometre 1 Declinaison (en deg),Magnetometre 1 Inclinaison (en deg),GPS 1 Latitude (en deg),GPS 1 Longitude (en deg),GPS 1 Altitude (en deg),
0.0,-9.686773886908165,0.05437420540795332,1.3298808649727605,-2.9927854624546812,1.3791532047938757,0.06071496415997481,0.029689024882702704,0.06752545214524888,0.0053059690801502725,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.02,-9.686597942954835,0.05468255789681344,1.3297075206328968,-3.010806714758325,1.3537550332391182,0.0554735495516407,0.012706293980001964,0.0498937236883167,0.028788971099742062,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.04,-9.68665933068543,0.0546797072313178,1.3297437482510934,-3.0003431707494594,1.4411904565492912,0.05651136849554231,-0.05420270549816887,0.04485535651482791,0.05461556824826547,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.06,-9.68648064756809,0.05449365887498173,1.3298373871718967,-3.0057242195252196,1.3760802399444376,0.05203882831122636,0.04746396868035871,0.04452506493513017,-0.05077942115304551,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.08,-9.68665990294103,0.05468965432788283,1.3297077533922324,-3.0358280285285515,1.3820217575088372,0.05043273395681218,0.02154117654152009,0.06479296828921258,-0.009647281021367967,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.1,-9.686729545209547,0.05463454537061543,1.3297050084128392,-3.0438380739129043,1.3585729414117231,0.025020391318433033,-0.038703263695740245,-0.052108217533698625,0.06770824470205213,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0,
0.12,-12.776722141058523,0.054660174773802195,1.3296261220220096,-3.042062714313997,1.3770868082838439,0.01193393471312076,-0.0180042412553592,-0.026735383464397255,-0.030866083715690825,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831645,
0.14,-12.77657582035015,0.05466423975344349,1.3297547922199229,-3.0509596904521534,1.3588204336148941,0.0038215859006594556,0.06754247526512629,-0.06117607166587454,-0.04837535996343514,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831645,
0.16,-22.820535515308013,0.05443651080807449,1.3298300286511824,-3.009187672179947,1.3770228074725992,0.017524394116179447,0.04013602270463354,0.066891992832515,-0.015992048799141543,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.004437154222442192,
0.18,-22.820617559823198,0.05446407521871759,1.3295858479450242,-3.0204927201088783,1.3770369743927062,0.03184801105407681,0.023731239239181762,0.056343101410302,-0.0027159290214280834,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.004437154222442192,
0.2,-34.0197113658007,0.0544487040726401,1.3295132351365433,-3.0587870828417323,1.4135741843145795,0.05150791482004663,0.025033352778508707,0.008541798927484115,-0.0545089833701583,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.8557199803261,20.225129998227764,0.015682752196458816,
0.22,-34.01965386628649,0.054439667737511764,1.3297643959105243,-3.076283321732327,1.398627489297315,-0.0195297569232592,-0.028124170643792742,-0.026550737677370692,0.020575624886053478,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.8557199803261,20.225129998227764,0.015682752196458816,
0.24,-53.633595896133336,0.054456908052331304,1.3297019630935398,-3.0076007686368302,1.3762461559453223,0.0031533860583931074,0.010511203444629247,-0.035998870974669445,0.004912910340576514,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571994925398,20.225129995428773,0.04045141619392746,
0.26,-53.6332967787864,0.054685557109203205,1.3295310524199537,-3.0375852411431636,1.3457305271782571,-0.0023179174731750296,-0.049262871558860354,-0.054700151336995004,0.008429505194103447,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571994925398,20.225129995428773,0.04045141619392746,
