Temps,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Accelerometre 2 x (en m/s2),Accelerometre 2 y (en m/s2),Accelerometre 2 z (en m/s2),Accelerometre 3 x (en m/s2),Accelerometre 3 y (en m/s2),Accelerometre 3 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyroscope 2 phi,Gyroscope 2 theta,Gyroscope 2 psi,Gyroscope 3 phi,Gyroscope 3 theta,Gyroscope 3 psi,
0.0,-9.738093149184865,-0.0013681122263036055,1.3686091327179346,-9.732818201917459,0.04312864993937793,1.352601180140305,-9.761950510746914,0.005568878227211098,1.3528459376628303,-3.002777859148829,1.4908130151176333,-0.0145308502574285,-3.009225988897323,1.4533553847211658,0.010645476076282082,-3.054699594646365,1.404696862915273,0.006878268301731491,
0.02,-9.73812217013607,-0.0030809420865825347,1.3676781072305508,-9.735228988584607,0.04594548931444529,1.3550485787806323,-9.76184771900965,0.005656490263366715,1.3520761944940896,-3.017594591450642,1.527703672391601,0.013790327885474647,-3.0243842968013963,1.4616897763870824,-0.004846257085297999,-3.08169258824636,1.402156492855318,0.00949439445095698,
0.04,-9.73866161194547,-0.0014687186884659504,1.368781784373779,-9.734345358348596,0.04732238396559622,1.3479533006829958,-9.76118426134864,0.007280306745685886,1.3518307746641778,-3.0631353530318473,1.542705065775321,-0.02553485681423933,-3.0202153758689265,1.4442026466839588,-0.0057847128035687125,-3.053895378469656,1.4297454116136952,0.022866707303929232,
0.06,-9.738862798029796,-0.002613266428569825,1.3681852720045047,-9.73765282003391,0.04237895361570625,1.355119158042152,-9.760510237658957,0.006365738969752772,1.351570029952409,-3.1249882889974043,1.5282867016299542,-0.033468025869038,-3.035967441486817,1.4478154588686312,-0.011076566425168282,-3.053040745594235,1.4371735271774913,0.012503170169938543,
0.08,-9.739500345012189,-0.0025695257668498298,1.3678893924417892,-9.733126002127392,0.04487355751869105,1.355036190967855,-9.7604742964908,0.005997983084986096,1.3511636134147453,-3.042566796013573,1.470637884943936,0.10931874703030273,-3.0122519745186755,1.4631612192036754,0.004863236427485999,-3.0701353550651955,1.3977038023011112,-0.0021418117882187745,
0.1,-9.739188231224619,-0.0015066207494739063,1.3685433063222725,-9.732098016295785,0.045770618094685335,1.3563645899344208,-9.760814504414029,0.007616336269154681,1.3511125201852854,-3.113276174758745,1.4025807539545896,-0.020630963782185256,-3.0347852179603216,1.4485556678641685,0.003947498746885834,-3.0329522909946482,1.439719523707368,-0.0023175693177243787,
0.12,-12.829292035228065,-0.0021270570281761506,1.3688639318476359,-12.827056763989312,0.04363596677894493,1.3543767574504413,-12.85013347279846,0.006031737698319576,1.3528729637037824,-3.12655824125967,1.4268000988673961,0.015645939800462808,-3.0310461415203402,1.462415013372446,0.012575437345465889,-3.037798169473781,1.426032180483344,-0.024584343842438777,
0.14,-12.82971461537268,-0.002998459752301535,1.3678742787875176,-12.820449468988244,0.04386439550004958,1.3486652679397924,-12.850315536109921,0.006683717840036169,1.3518404464536022,-3.0434649106708713,1.4232727554176878,0.07535245151133962,-3.0239790393205093,1.4484507430789673,-0.004664354439949868,-3.0474966628026983,1.4128273108027238,-0.020368479596268457,
0.16,-22.87323403659494,-0.0028771103988092404,1.3672364129565677,-22.871716798851875,0.04605609097242636,1.3486465331024782,-22.89538137609872,0.0061169345462999064,1.3516687626821966,-3.00877258152876,1.531643021464352,-0.001621562453564776,-3.0146168672653695,1.4352069165672403,-0.015246738522056248,-3.078199744592753,1.4207942229410484,0.018039405578722384,
0.18,-22.872100873526943,-0.0016649260959564456,1.3673416934291578,-22.87202800521251,0.049620810042106604,1.3556055770671183,-22.894546585113087,0.006269844179325639,1.3525770809849913,-3.0738624391371365,1.471998174680686,0.11169076560850105,-3.0124875092182273,1.451086468716577,-0.0157052222413411,-3.05960775870516,1.4359362213663691,-0.002776423195953181,
