Temps,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Accelerometre 2 x (en m/s2),Accelerometre 2 y (en m/s2),Accelerometre 2 z (en m/s2),Accelerometre 3 x (en m/s2),Accelerometre 3 y (en m/s2),Accelerometre 3 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyroscope 2 phi,Gyroscope 2 theta,Gyroscope 2 psi,Gyroscope 3 phi,Gyroscope 3 theta,Gyroscope 3 psi,
0.0,-9.705217938490245,-0.007178819715194155,1.3651575306025143,-9.70879679291808,-0.0517130568358168,1.3815310268329113,-9.771930288901197,-0.047789159047300966,1.3880782995500323,-2.9157333965313073,1.3908585591094031,-0.07730222678885472,-2.9889311022377525,1.4877113552673287,-0.052985012580318534,-2.998769909789742,1.4320177115053814,-0.006505995560871374,
0.02,-9.706569635566442,-0.007165705626516825,1.3641371378688985,-9.712132033050493,-0.04186065199748365,1.3756341641297907,-9.772111283428478,-0.04754756183941451,1.3879777613742033,-2.946441455654496,1.3756146924378687,-0.01607755146836115,-3.061079024592943,1.4660609973930643,0.03941651134449083,-3.0051876427763924,1.40679953492973,-0.02417455995387094,
0.04,-9.7053253627272,-0.007978182973477752,1.364331824579734,-9.710496205978892,-0.049009035619490056,1.3741424245582599,-9.772101104020821,-0.04747224338126659,1.3882756111245422,-3.021504294508114,1.509147477888163,0.0026028990994439536,-2.9909203408068725,1.4056061204552914,-0.00481786412540524,-3.0291807577816194,1.4109516720382793,-0.004076772527946556,
0.06,-9.705446809689192,-0.006287354817572087,1.3656128942953065,-9.714747394580773,-0.04258748220061399,1.371871584515041,-9.77194795314389,-0.04738098856913546,1.3879845657501297,-2.893411447313392,1.4508536957738225,0.0146573089125108,-2.9979878596418312,1.4793855831731566,-0.0546722948860907,-2.998053013409342,1.413602109370182,-0.013929512405014789,
0.08,-9.705806220284504,-0.007057805511897472,1.3656983916382497,-9.714650248957097,-0.043121064958081934,1.3818490733135538,-9.772211559363086,-0.047407698998801824,1.3879306230983472,-2.9504785588379185,1.465315381708145,0.020270394415059255,-2.977849618722059,1.4580144434950362,0.029146289969175287,-3.0284707509605266,1.4578046964902023,-0.007036197560309397,
0.1,-9.706697667048246,-0.006443757647756714,1.3658186332976676,-9.708958682954021,-0.041155778247526656,1.3751135110749189,-9.772018262093,-0.04799552035390887,1.3880614822997384,-3.0247633238990317,1.4678307841288307,0.0012784040815241853,-3.0131007191633543,1.4817516607669232,0.029646007466495188,-2.9921356341678584,1.4544322836413488,0.010318887124306883,
0.12,-12.795346327861024,-0.007395907660055191,1.3641243151074216,-12.798931385132033,-0.03908430278156988,1.3691535376488904,-12.862257828216055,-0.047422518073016055,1.388394874943814,-2.9653582597515977,1.424148509508964,-0.08082102079239441,-3.0028326576815263,1.4113230164161392,-0.028433994506558015,-3.0054145869106965,1.4394712278498547,-0.022783104654143797,
0.14,-12.79599313178299,-0.007934251711876878,1.3658914510884868,-12.79987911778699,-0.041719949149657556,1.3697862627011017,-12.862143922374896,-0.047451906388162296,1.3880991497118291,-3.003523029777108,1.4536495397914508,0.0432608089018046,-3.0435536094971143,1.3753286667686953,0.02292373371552373,-3.044264736439339,1.4262928396970727,-0.0013601738210703342,
0.16,-22.840179623920434,-0.006629267816743262,1.3646991828317867,-22.839526507040297,-0.04037773497908055,1.3761292590968484,-22.905921298721232,-0.047836863266048794,1.3882878707061717,-2.8954122263709756,1.4749754465925466,0.07403248612030745,-3.0031107791190625,1.4866868283847974,-0.00043066715608942505,-3.021589839211764,1.4007271842891824,0.026002730985504444,
0.18,-22.840409019002575,-0.007740821503988072,1.3641270456625039,-22.84244285223688,-0.041528172199681884,1.3725494797514217,-22.905942763356617,-0.047568544477779286,1.388369974316346,-2.925931612373545,1.5039195780942418,0.010281966044702082,-2.9754726598200683,1.4646847529491382,0.006765433303375697,-3.0109913069553964,1.442636531944936,-0.006016645512036638,
