Temps,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Accelerometre 2 x (en m/s2),Accelerometre 2 y (en m/s2),Accelerometre 2 z (en m/s2),Accelerometre 3 x (en m/s2),Accelerometre 3 y (en m/s2),Accelerometre 3 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyroscope 2 phi,Gyroscope 2 theta,Gyroscope 2 psi,Gyroscope 3 phi,Gyroscope 3 theta,Gyroscope 3 psi,
0.0,-9.729080252897553,0.005222936301809616,1.4574155141572034,-9.736068076870554,-0.01811640097549087,1.3483958792043689,-9.73095815437146,-0.0009241500735748183,1.3705874327921965,-3.0405950387856784,1.3853785438770467,0.014321548463051531,-3.03455523007182,1.4360988818240175,0.013546754384033551,-2.9459434038136676,1.392844437160355,-0.039500326258542114,
0.02,-9.727168855301693,0.0013535975620590887,1.4547785476831312,-9.732996967998954,-0.019509753916915566,1.3455440674377281,-9.73076246523344,0.0016289520001941,1.3666396834961578,-3.0155517070802484,1.385124106437757,0.006840067386742511,-3.019366446852699,1.4327894120376377,-0.018796184216274506,-2.9301991807522967,1.338082236747228,0.03567815571645466,
0.04,-9.726765476846943,0.003663381999027844,1.4584777349156899,-9.735809009711126,-0.022867583992950965,1.3503388824152682,-9.730095562122402,0.0003223788495884462,1.3675254044130183,-3.0024431156691724,1.386164400025835,0.018344333084889655,-3.0084316730925473,1.4295077730196524,0.019665558918688337,-2.948447481232148,1.4001684022183511,0.01686300232617761,
0.06,-9.729261070866848,0.0009738959664219041,1.456605611835165,-9.73379866900293,-0.02217898419104714,1.3498922722077105,-9.72809075412857,0.00256860497715401,1.3664359189119408,-3.0405015127558195,1.4217233780023124,0.04522648926749303,-3.0213366073317127,1.452330551575115,0.01402110734910338,-2.938531212163493,1.4187021826067263,-0.09406439668364579,
0.08,-9.727155018955987,0.003769733501501921,1.4553666854860696,-9.737111348946188,-0.01864348347833259,1.3480870341428646,-9.731374928082257,0.0029236791807122574,1.3663960915038602,-3.0035552925508933,1.390490342670681,0.019701588198723217,-3.0376575176137828,1.447590011995963,-0.0072057670075805795,-3.0045757510787205,1.4001345628295,-0.06359512356940861,
0.1,-9.72922542456682,0.0035857865881878965,1.4549923833623204,-9.735246336285446,-0.018198518050279507,1.3510540272343226,-9.72624243846803,0.0014708761492429174,1.3689800676469386,-3.039016898797248,1.4077464793134773,0.03161442674205474,-3.017676681888185,1.431162399352679,-0.007400988122879334,-2.952056741622141,1.3432670890344487,0.04151408986920942,
0.12,-12.816609935008124,0.005125867288098397,1.4557887246401535,-12.824260782921439,-0.01963213182661364,1.3461520483441396,-12.81977347198068,0.003077659891444133,1.367223018964163,-3.0121317126322404,1.403858870321965,0.010383790524841313,-3.0270983601824923,1.424930095905635,-0.007650100772922995,-2.9327312376996413,1.4033436665004666,-0.0036766823891262856,
0.14,-12.818809472334198,0.000996423944190335,1.4559030504574042,-12.826491837446795,-0.021700574025375553,1.3452607532828782,-12.819745977623935,-0.0009388696870117786,1.368659406470763,-3.036282830375765,1.41349157985236,0.02698352627561208,-3.007594029646861,1.4245758825296317,-0.018091250487020188,-3.073305082149569,1.3891241936315508,-0.049346384537468826,
0.16,-22.86316810468257,0.0024496395455101184,1.4575804525110823,-22.869873061088445,-0.022420058421700566,1.3522061217939825,-22.861533551853118,0.0022246005505828347,1.3692488264464076,-3.0420291863838167,1.4141476944494866,0.044384308959464845,-3.0099113095120344,1.419129682922935,-0.007295694248928916,-3.0349712574401626,1.4138479417002399,-0.039320077226874625,
0.18,-22.861548852402265,0.003985973029719845,1.4558184011621118,-22.86900910948984,-0.01785991206676959,1.3458302904094077,-22.864284478271145,0.002416846549095399,1.3681935444607487,-2.993027312882587,1.4171401965583046,0.0075555030026148474,-3.0250540232400382,1.4426371763486265,0.0002663285382349849,-2.959773178336327,1.4170642874436712,-0.03980957167452047,
0.2,-34.062300010967185,0.0017332580201315242,1.4577501875140702,-34.06653064314308,-0.01917776385127608,1.3462292472119803,-34.060069230003506,-0.0012897719534770977,1.366179429155337,-2.9947377969792055,1.3824318189487133,0.05671460790444749,-3.0403364359592717,1.415464693303298,0.0144621636566671,-2.962537434333704,1.3938465410180694,-0.02509509266627775,
0.22,-34.05830993723547,0.004473448270681127,1.4584957621355192,-34.06504015414088,-0.021147500072672683,1.34620960129301,-34.05936786171689,0.0008817762169744873,1.3674064153594356,-3.00704357133783,1.413561961681018,0.02269264307074753,-3.027560928307107,1.4510273038500752,-0.014810342545267783,-2.926569772553457,1.4158224734879954,-0.07739948382156063,
