Temps,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Accelerometre 2 x (en m/s2),Accelerometre 2 y (en m/s2),Accelerometre 2 z (en m/s2),Accelerometre 3 x (en m/s2),Accelerometre 3 y (en m/s2),Accelerometre 3 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyroscope 2 phi,Gyroscope 2 theta,Gyroscope 2 psi,Gyroscope 3 phi,Gyroscope 3 theta,Gyroscope 3 psi,
0.0,-9.664842489687508,-0.022489813670981542,1.4237698260183513,-9.765575422020413,0.03677379241924109,1.3518191808382867,-9.708959600242162,0.01364822544010749,1.3284011000588687,-3.073338792441439,1.440315483620327,-0.08417062785592734,-3.00239742946825,1.3595083294560086,0.027860341232493528,-2.9914686917357782,1.498343069117218,-0.04972837205685347,
0.02,-9.671645722703607,-0.022776121263513534,1.4253470762345686,-9.76410143592405,0.034590696031116676,1.3525568788948716,-9.7079689056872,0.014307842080523426,1.3283604895797463,-3.0288369906097303,1.3398363469497863,0.0632825583751155,-3.058405026820242,1.328286088769171,0.008868237921459854,-3.0143905386999927,1.4561012579215151,-0.05447182985861174,
0.04,-9.670156853775492,-0.027586920991264714,1.429164468114475,-9.764269198570807,0.03476963515118077,1.3508344018409615,-9.709543677517965,0.012964419013615943,1.3285091958668673,-2.988776341251995,1.43318450882272,0.020627980136812437,-2.974596879751797,1.350041965660548,0.04158375496081206,-2.998043088919451,1.5161826381181878,0.017729016240158674,
0.06,-9.666966195320427,-0.024726534292105317,1.4248348626168987,-9.76423122853019,0.03715218442479473,1.348850216742669,-9.708806800357804,0.012671465752192924,1.3294003669384373,-3.032672140985038,1.4933432307076508,-0.011909389124482308,-3.0147086660987936,1.414511609580654,0.004647666293308303,-3.0152400905307815,1.444962339560029,-0.0417547503717827,
0.08,-9.67167913120519,-0.01951058380476589,1.4318698337735363,-9.764569493235436,0.036397892296173205,1.3495435778424483,-9.70736066722657,0.011815210933797695,1.328356695026741,-3.139964508003289,1.4020947893813995,0.03850795332813706,-3.1039146013921397,1.4365666253398583,0.030911415596425247,-2.9885387944475843,1.488078609383937,-0.016456112236784146,
0.1,-9.667603272080274,-0.024178409587664866,1.4315958455844715,-9.764552135671101,0.03370391882502662,1.3485379793537189,-9.706622963981692,0.012070238740015279,1.3266990427674419,-2.9963000511388587,1.4961535836616513,-0.03802809119352252,-3.010511960808221,1.3655160471102858,0.07824755745285081,-3.0019247891439673,1.5143268597431823,-0.03126626634949623,
0.12,-12.760534265622535,-0.023623597833441912,1.4246644177773196,-12.854595245676087,0.03637194355273319,1.3527584256929386,-12.79745478066878,0.01338629811311251,1.328903204390314,-3.1323758696689934,1.3829569207975074,-0.044048597622513425,-3.112565185561011,1.3625118137033485,0.10139261878825181,-3.0140605320272162,1.5098228767623214,-0.03604585947215396,
0.14,-12.758817163863098,-0.023439250893693718,1.4317964552282951,-12.85626791991991,0.035024086922079395,1.3530486954392538,-12.7974883328461,0.01195906359141576,1.3272339196009146,-3.0003890865435676,1.3295990395096031,-0.0864933156577336,-2.980238809481226,1.4538302111042825,0.09116044782428573,-3.0270943521797933,1.4728866885492427,-0.05370718304803729,
0.16,-22.802406135249434,-0.023274194445187538,1.4243743293307776,-22.900207594757447,0.03817689098727986,1.3511461699161802,-22.841994829887593,0.012439803576383609,1.3280539591972076,-3.108984768994015,1.370017007730055,-0.057558111477005,-3.0573259886542425,1.3343225485581602,0.06978171422871846,-2.9656223857028268,1.4993261882720275,0.01584157373688499,
0.18,-22.799148928053413,-0.026860631413816734,1.4316114211236488,-22.89862245754117,0.03806720849150696,1.3503439109180264,-22.84136778160345,0.014914248482062638,1.329120706052367,-2.994077226406034,1.3303334902625876,-0.05764972739887235,-3.0976271889943767,1.3329851589161594,0.12610007930989003,-3.0218288676343317,1.5012296166745132,-0.016848702162642632,
0.2,-34.000593871472276,-0.01937269990462516,1.4283903584892566,-34.09608587965616,0.033429645869536916,1.3502124052514488,-34.04125286969249,0.01508829289649628,1.327688461096524,-2.988966927201222,1.418007997504936,-0.07250960284979954,-3.043814993461552,1.4572849141930029,0.11415010344294672,-3.013840407211735,1.4561257957147502,-0.04961584099123524,
0.22,-33.998771874779194,-0.02767436607165984,1.4305143398071,-34.09551017512173,0.03570574706450339,1.3528136270158881,-34.0420421227171,0.013642002358420608,1.329835842105966,-2.988418395003648,1.4375888773744214,0.006070512534089859,-3.0980302543096943,1.4278713493162838,0.04860433834494691,-2.99378338226266,1.5216616208428981,-0.008095070411574902,
