Temps,Position en z,Acceleration en x avec g,Acceleration en y avec g,Acceleration en z avec g,Angle phi,Angle theta,Angle psi,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyrometre 1 phi,Gyrometre 1 theta,Gyrometre 1 psi,Magnetometre 1 F (en nT),Magnetometre 1 H (en nT),Magnetometre 1 X (en nT),Magnetometre 1 Y (en nT),Magnetometre 1 Z (en nT),Magnetometre 1 Declinaison (en deg),Magnetometre 1 Inclinaison (en deg),GPS 1 Latitude (en deg),GPS 1 Longitude (en deg),GPS 1 Altitude (en deg)
0.0,-0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.744327013756996,-0.0196999767797005,1.331292907451588,-2.923418548820672,1.4721192234596752,0.1154054201567168,0.0071763185253575,0.0008107631473196,0.006521922589257,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.02,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.74210961038112,-0.0160074342742902,1.3322959383231052,-2.977409070736708,1.416623044605947,0.0286907374513074,-0.0079838974122751,-0.0031428374179191,-0.0019959627287712,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.04,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.74026744985321,-0.014264388207402,1.3314734791836147,-3.074334131386929,1.3664292247852574,0.1273135868702304,-0.0033945229034665,0.0072644207905861,-0.0074736944353776,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.06,0.0006113729580661,-6.817293570821956e-17,-1.3673416823280118,12.815010799336983,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.744487680502615,-0.0186072496260175,1.336911306035378,-3.036981178981369,1.5122319934338713,0.0152549816411497,-0.0028547038343902,0.0026867541534432,-0.0022075503312765,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.08,0.0044320573940776,-6.817293562638452e-17,-1.36734168068665,22.84518870120791,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.74518957837111,-0.0152004024475931,1.337706859359437,-2.979172977581293,1.4750767131477327,0.0537563381057409,0.0041914035336688,0.0033386197043423,-0.0083590207593318,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.1,0.0156640220199531,-6.817293538580763e-17,-1.3673416758614096,34.03532204232874,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.74341490182735,-0.0141172712861706,1.332462812423877,-2.9716581937238216,1.3541655341657224,-0.048996468498637,-0.0071086770881986,-0.0078948097404763,0.001672158730842,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.12,0.0404019118688159,-6.817293485594803e-17,-1.367341665234038,53.62214912589184,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.82975581680489,-0.0197655873128417,1.3314084552437926,-3.066864636674607,1.440273354482646,-0.0434308488599684,-0.006339862645133,0.0079827243417653,-0.0027764163950858,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.14,0.0858070632364892,-6.817293388341743e-17,-1.367341645728033,70.20518344063902,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.834180079731444,-0.0192963202006141,1.335123572793654,-3.07794616146178,1.5105706433014985,-0.0126530753941563,0.0006268036134758,0.0066988205106235,-0.0075901208847656,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.16,0.1584501716125731,-6.81729323274784e-17,-1.3673416145206296,86.81054748308546,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.87598743478541,-0.0201964778111366,1.3336932202075524,-3.0550487218523306,1.4890374213422433,0.0669133543903422,0.0072459165229322,-0.0066007619344944,-0.0083510718667052,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
0.18,0.2647773950016087,-6.817293005006105e-17,-1.3673415688425663,102.76400691342408,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.8788242874908,-0.0168977468997219,1.3353769490684586,-2.999367315434577,1.4189775774348314,0.0604785012806063,-0.0072068385763163,0.0005777848800751,-0.0063944214603216,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
0.2,0.4109760596116052,-6.817292691863935e-17,-1.3673415060357743,118.0622846378739,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-34.079394114797104,-0.0147913114787659,1.3322899616771362,-2.9461520418606733,1.450707096682732,-0.0530942453031293,-0.0072743978597804,-0.0073058723045332,-0.0055997586976166,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.8557199803261,20.225129998227764,0.0156827521964588
0.22,0.6003721614072629,-6.817292286197394e-17,-1.3673414246714082,119.5724705057692,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-34.07416061608294,-0.0168322180319137,1.3355001675575713,-3.086748846927532,1.3904640884787427,0.0138451954162947,0.0007092893847979,-0.0075194757821187,4.0770159961120377e-05,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.8557199803261,20.225129998227764,0.0156827521964588
0.24,0.8335541615322478,-6.817291786746063e-17,-1.3673413244966663,121.03907582344344,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-53.6931801828346,-0.0163776877600126,1.3368849141444394,-2.986621987000685,1.468589756539378,-0.005697606909032,-0.0039856667651412,0.0055081529811653,0.0082881371541096,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571994925398,20.225129995428773,0.0404514161939274
0.26,1.1111033002476165,-6.817291192264986e-17,-1.3673412052618483,122.50820753208288,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-53.69353361694236,-0.0156824281856308,1.33210499147424,-2.936168481912961,1.5181830185006293,0.0595654190623638,-0.0049726700220826,-0.0025005098215329,0.0050007131393406,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571994925398,20.225129995428773,0.0404514161939274
0.28,1.433649153163581,-6.817290501405674e-17,-1.3673410666964891,124.21878579451592,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-70.27532082802819,-0.0157583386191376,1.3309415590668328,-2.961652092911588,1.4309652031298488,0.0328546095008422,0.0008558869505762,0.0008611844179101,-0.0023171987575445,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571989222265,20.225129990291364,0.0859130697571229
0.3,1.8018698736587468,-6.817289712715599e-17,-1.3673409085092552,125.93335530838722,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-70.27732625990981,-0.01919069959085,1.3369197730203914,-2.938318628975756,1.496790999386221,0.070621471875922,0.0018981722102729,0.0001662866333865,0.0052706232802056,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571989222265,20.225129990291364,0.0859130697571229
0.32,2.216271982511488,-6.817288825109845e-17,-1.3673407304825451,126.77771160105746,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-86.89727406971926,-0.0179394524768253,1.3325931173509982,-2.996169625148144,1.468567498297085,0.0240853950803265,0.0024335124970269,-0.000443896973727,-0.0018251622560322,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571980098221,20.22512998207238,0.1586439915240105
0.34,2.6771891879219814,-6.817287837873644e-17,-1.3673405324729988,127.61914111610916,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-86.89754869436543,-0.0141825274216798,1.3360679547445165,-3.024865248287904,1.490951982630431,-0.0133076388903824,0.000178392737859,0.0068516922646906,-0.0057525592278402,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571980098221,20.22512998207238,0.1586439915240105
0.36,3.184954964167251,-6.817286750292729e-17,-1.3673403143373553,128.4620264111725,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-102.8554151267888,-0.02011901450882,1.3368796778544387,-2.918098102973544,1.477931156634047,0.0900236702705738,0.0018716081963648,0.0074034118683251,0.007532962828318,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571966743824,20.225129970042676,0.2650965398834325
0.38,3.739903362785732,-6.817285561651597e-17,-1.3673400759321075,129.30637128027044,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-102.8592695638541,-0.0187088272270221,1.337535455372342,-2.910119777027808,1.354021666034114,0.0618922396420325,-0.0044768610999806,-0.008120537212177,0.0035061551945506,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571966743824,20.225129970042676,0.2650965398834325
0.4,4.342369014082624,-6.817284271233504e-17,-1.3673398171134972,130.15217953064445,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-118.1622387175908,-0.0210149903463093,1.3378676410567985,-3.043460362011193,1.3586944395879763,0.0359083628128975,-0.0077487341557459,-0.0024354802599062,-0.0020699059810048,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571948382174,20.22512995350241,0.4114636248513383
0.42,4.992677634208537,-6.8172828783408e-17,-1.3673395377415982,130.95153239585392,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-118.16091223310956,-0.014596070322249,1.3359750554022178,-3.068625893714056,1.4857912108718616,-0.0502939778155675,0.0020589316642145,-0.0076583422265301,0.0042552498756713,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571948382174,20.22512995350241,0.4114636248513383
0.44,5.691145956101611,-6.81728138229508e-17,-1.3673392376803422,131.75195157211317,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-119.62869786144576,-0.0151862436481169,1.336203313577272,-3.05412018411174,1.45483143910987,0.1019764275752719,-0.0025690113250637,-0.0068531464420011,0.0067311910287049,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571924596573,20.22512993207623,0.6010669102879435
