Temps,Position en z,Acceleration en x avec g,Acceleration en y avec g,Acceleration en z avec g,Angle phi,Angle theta,Angle psi,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyrometre 1 phi,Gyrometre 1 theta,Gyrometre 1 psi,Magnetometre 1 F (en nT),Magnetometre 1 H (en nT),Magnetometre 1 X (en nT),Magnetometre 1 Y (en nT),Magnetometre 1 Z (en nT),Magnetometre 1 Declinaison (en deg),Magnetometre 1 Inclinaison (en deg),GPS 1 Latitude (en deg),GPS 1 Longitude (en deg),GPS 1 Altitude (en deg)
0.0,-0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.748871226897714,-0.0153869968136702,1.3790036302116462,-3.000424352250372,1.4430581587066142,0.0817359220382584,-0.0088358682889294,0.0452644724145396,-0.028329520078807,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.02,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.743530310387236,-0.0299557042203598,1.382723607128937,-3.0053675557896824,1.5339419223410289,-0.0165515113426665,-0.0205242489069903,0.0186344770274283,-0.0455862948443315,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.04,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.738439973759045,-0.0192278954809204,1.389798993786489,-2.9869698928731943,1.4522504931189566,0.0520881494961989,-0.0257369085600532,-0.0384420743723067,-0.0348898483303526,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.06,0.0006113729580661,-6.817293570821956e-17,-1.3673416823280118,12.815010799336983,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.739570700728295,-0.0225883786323933,1.3767356205550805,-3.0134342546060378,1.4746707973203292,0.0554861339416053,-0.0084083493780257,-0.0062824147634243,0.0612591030409162,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.08,0.0044320573940776,-6.817293562638452e-17,-1.36734168068665,22.84518870120791,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.745571388559686,-0.0320659488913609,1.3931330380771607,-3.058377535244712,1.4475748445116534,0.0646070163380129,0.0351083729055716,-0.0216204516499368,0.0301532048739662,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.1,0.0156640220199531,-6.817293538580763e-17,-1.3673416758614096,34.03532204232874,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.749014399538932,-0.0161361790343296,1.3806957766229673,-3.0826463878650583,1.4166147729202043,0.0318580291677913,0.035034864768525,-0.0545208238912627,-0.0105882804669159,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.12,0.0404019118688159,-6.817293485594803e-17,-1.367341665234038,53.62214912589184,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.842790275518253,-0.0187652059173214,1.3770841167080143,-3.057893190486103,1.489945225972306,0.0651280266951379,-0.0022668939102527,0.0339292653385773,-0.0583793558226434,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.14,0.0858070632364892,-6.817293388341743e-17,-1.367341645728033,70.20518344063902,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.834412969271032,-0.0195081793887726,1.3898783978161566,-3.070347624887068,1.4846673625227236,-0.015652712030545,-0.0465974533874365,0.0308531604838186,-0.0275046848893203,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.16,0.1584501716125731,-6.81729323274784e-17,-1.3673416145206296,86.81054748308546,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.885279668325644,-0.0288657451658895,1.381877549758274,-3.0522219149517538,1.4614000537661769,0.0514234690637682,-0.0024726932937828,-0.0516168840821658,-0.0401623380795503,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
0.18,0.2647773950016087,-6.817293005006105e-17,-1.3673415688425663,102.76400691342408,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.880860476219475,-0.0284632280510299,1.3857282279107197,-3.069644221793688,1.479497853733585,-0.001536780195337,-0.0100522416669421,-0.055411377071394,-0.0224451278625366,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
