Temps,Position en z,Acceleration en x avec g,Acceleration en y avec g,Acceleration en z avec g,Angle phi,Angle theta,Angle psi,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyrometre 1 phi,Gyrometre 1 theta,Gyrometre 1 psi,Magnetometre 1 F (en nT),Magnetometre 1 H (en nT),Magnetometre 1 X (en nT),Magnetometre 1 Y (en nT),Magnetometre 1 Z (en nT),Magnetometre 1 Declinaison (en deg),Magnetometre 1 Inclinaison (en deg),GPS 1 Latitude (en deg),GPS 1 Longitude (en deg),GPS 1 Altitude (en deg)
0.0,-0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.718206811537648,-0.0007301663040834,1.37693069154714,-3.000460490983337,1.3850744479104908,0.0297328892456207,0.0275505365228833,-0.0341689602271469,-0.0246628911709904,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.02,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.720091215055742,-0.000659580561978,1.3758106508250232,-3.097343652613566,1.4914958848846045,0.0698184854304347,0.0091508586767885,-0.0030151331897435,0.0227060644264567,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.04,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.71751284183571,-0.0013247253519453,1.3783417096668156,-3.0079236334948334,1.372449957683258,0.0288129361086398,-0.0285226603390666,-0.0073414368573392,-0.0284510663341282,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.06,0.0006113729580661,-6.817293570821956e-17,-1.3673416823280118,12.815010799336983,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.718508972981413,-0.0012329897902285,1.3779200546596886,-3.037986376951947,1.4775260393316303,0.0587991461973934,0.0202916891244367,-0.0075970475061533,-0.0237178252687557,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.08,0.0044320573940776,-6.817293562638452e-17,-1.36734168068665,22.84518870120791,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.7205279203069,-0.0031576975835306,1.3746837987958307,-2.9596059665824583,1.4338901189310902,-0.0680119058164405,0.0178733822998798,-0.0183507798443197,-0.0173195741812225,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.1,0.0156640220199531,-6.817293538580763e-17,-1.3673416758614096,34.03532204232874,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.71936599175037,-0.0022043045474138,1.3782929939022956,-3.1053268767633364,1.4273185100582886,0.0222582881626829,-0.0307365628689691,-0.0031161579364099,-0.0211962693482814,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.12,0.0404019118688159,-6.817293485594803e-17,-1.367341665234038,53.62214912589184,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.808698077270684,-0.001837536231341,1.3749257129392771,-3.0542843062090257,1.4981263654970212,0.021242841993918,0.033023599600672,0.015466654997777,-0.0266391948560509,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.14,0.0858070632364892,-6.817293388341743e-17,-1.367341645728033,70.20518344063902,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.809689155703923,-0.0005992049538742,1.3752239358474756,-2.9756678635215525,1.439110460614075,0.0475598764624523,0.0153162831032239,-0.0303999911950302,-0.0015166303922727,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.16,0.1584501716125731,-6.81729323274784e-17,-1.3673416145206296,86.81054748308546,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.85060493405492,-0.0029989423958329,1.3756840857134724,-2.994297097070609,1.494265575915691,0.0236780616648699,0.03158294455536,-0.0254549888885441,-0.0240534376433366,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
0.18,0.2647773950016087,-6.817293005006105e-17,-1.3673415688425663,102.76400691342408,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.85294485452211,-0.0041698188520834,1.3766275727410449,-2.965783843719613,1.4677960402764991,0.0249615617565351,-0.0003868638582357,0.0194772101048031,-0.0162732066930933,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
0.2,0.4109760596116052,-6.817292691863935e-17,-1.3673415060357743,118.0622846378739,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-34.05325628814786,-0.0038159622466086,1.3763516604748818,-3.05097508604437,1.3858622279288624,-0.0791203951335153,0.0150744650381846,-0.0053375613301606,-0.0266354332560583,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.8557199803261,20.225129998227764,0.0156827521964588
0.22,0.6003721614072629,-6.817292286197394e-17,-1.3673414246714082,119.5724705057692,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-34.052850251740026,-0.0035423614837247,1.374623654647131,-2.9579809081969133,1.5292932690848398,0.027265739418729,-0.0254035972191692,0.0297430183306074,0.0002822755595596,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.8557199803261,20.225129998227764,0.0156827521964588
0.24,0.8335541615322478,-6.817291786746063e-17,-1.3673413244966663,121.03907582344344,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-53.66591426900435,-0.004045415889621,1.3750319270683242,-2.9566092449218475,1.3908666323190515,0.0408082391000754,0.0017702853718503,0.0149818283234456,0.0232745333246505,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571994925398,20.225129995428773,0.0404514161939274
0.26,1.1111033002476165,-6.817291192264986e-17,-1.3673412052618483,122.50820753208288,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-53.66654788887596,-0.0036273655271257,1.374801010051468,-3.1025426449905,1.509383955530787,-0.0030983894066389,0.0278154099754222,-0.0084006801469766,0.0038169711969172,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571994925398,20.225129995428773,0.0404514161939274
0.28,1.433649153163581,-6.817290501405674e-17,-1.3673410666964891,124.21878579451592,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-70.25361335039068,-0.0024495304277384,1.3772569858940835,-3.0634915439079164,1.4686328259619097,-0.0807942941167877,-0.0151752051336767,0.024555247915178,0.0348062835039524,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571989222265,20.225129990291364,0.0859130697571229
0.3,1.8018698736587468,-6.817289712715599e-17,-1.3673409085092552,125.93335530838722,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-70.25528818229321,-0.0024211493274205,1.3747741312087474,-3.021073529651628,1.4994258741410744,0.0645669915678366,-0.0166415524234641,0.0066159565082974,0.0301722500206165,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571989222265,20.225129990291364,0.0859130697571229
0.32,2.216271982511488,-6.817288825109845e-17,-1.3673407304825451,126.77771160105746,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-86.86951325351683,-0.0038780445390128,1.3745099568936263,-3.015244965348568,1.5295196594280314,-0.0826913865173463,-0.0118084448325372,0.009648284799332,0.0222886361783353,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571980098221,20.22512998207238,0.1586439915240105
0.34,2.6771891879219814,-6.817287837873644e-17,-1.3673405324729988,127.61914111610916,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-86.87075809451842,-0.0023691184875362,1.37536297265053,-3.023235348575083,1.467262230668478,-0.0765163953688054,0.0228593158133023,-0.015162408727103,0.0328099811222451,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571980098221,20.22512998207238,0.1586439915240105
0.36,3.184954964167251,-6.817286750292729e-17,-1.3673403143373553,128.4620264111725,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-102.83168342090116,-0.0021222663004802,1.3746703129633198,-2.9922635164281286,1.5023679399992087,0.0001425564815425,-0.0241629799138793,-0.0117640341625831,0.004303854235098,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571966743824,20.225129970042676,0.2650965398834325
0.38,3.739903362785732,-6.817285561651597e-17,-1.3673400759321075,129.30637128027044,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-102.83385359921304,-0.0012409792399419,1.376169186349564,-3.0304004127164896,1.3673046543616223,-0.0855268871831134,-0.0278215093377072,0.0227541533350805,-0.0323947571637309,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571966743824,20.225129970042676,0.2650965398834325
0.4,4.342369014082624,-6.817284271233504e-17,-1.3673398171134972,130.15217953064445,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-118.13742482413817,-0.0015267338858738,1.3775841471896073,-2.9555784477194984,1.4706910558972963,0.0308519001695958,0.0196366867643023,-0.0030307911054646,0.0024707209360588,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571948382174,20.22512995350241,0.4114636248513383
0.42,4.992677634208537,-6.8172828783408e-17,-1.3673395377415982,130.95153239585392,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-118.13946305120864,-0.0026103405988298,1.3754940973374892,-2.978540571535465,1.4837519494197904,-0.0674577256451265,0.0306615811120187,-0.0094199823714156,-0.0103145441667415,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571948382174,20.22512995350241,0.4114636248513383
0.44,5.691145956101611,-6.81728138229508e-17,-1.3673392376803422,131.75195157211317,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-119.60241183162267,-0.0032252067644473,1.375501129787596,-2.938135307980786,1.4405516498562034,0.0739472671047519,0.0117780365367651,-0.0098765394300219,0.0006666611380101,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571924596573,20.22512993207623,0.6010669102879435
0.46,6.438091202394054,-6.817279782416884e-17,-1.3673389167934502,132.55376165084866,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-119.60345833603512,-0.0028455113122294,1.3758406305611577,-3.024235549275729,1.4120333803515588,-0.0212268792370165,0.0286433783230902,-0.0220193450208014,0.0079177449244621,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571924596573,20.22512993207623,0.6010669102879435
0.48,7.23385492196288,-6.817278077974648e-17,-1.3673385749341933,133.4769676805117,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-121.07097341940592,-0.0014175060525123,1.3755340453569145,-2.93662061681304,1.4749175001196009,-0.0055215528730686,0.0282017099894679,-0.0131884441812957,0.0135990008921394,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571895314158,20.225129905698484,0.8344872207345662
0.5,8.078803192291485,-6.817276268184277e-17,-1.3673382119453057,134.4027076135861,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-121.07333387619212,-0.0003227619913068,1.375729882781742,-3.016752758563248,1.4705117650677328,-0.0820914300446095,0.0014324159167624,0.0005758736659487,-0.014273269256381,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571895314158,20.225129905698484,0.8344872207345662
0.52,8.972018930953533,-6.81727435501006e-17,-1.367337828220764,128.84928162760093,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-122.54178307245856,-0.0012168482616962,1.3748534057675157,-3.073917590009552,1.376159178699267,0.0685435553906337,-0.0272269092032209,0.0122018385119949,-0.0031224641202034,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571860461936,20.225129874303438,1.112306381222414
0.54,9.910998373271122,-9.732381806306984,-3.9248572164903943,121.56320514330952,-3.0197588950699825,1.430994364802771,0.0013882633422906,-122.54128777960211,-0.0030486756778727,1.3771108190551178,-2.985277326386301,1.4156275693064082,-0.0832597759579065,0.0900660191408165,-0.0181249976080082,-0.0030490612511589,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571860461936,20.225129874303438,1.112306381222414
0.56,10.893323084352204,-19.44339767516561,-5.807098581687395,116.38925777188835,-3.0207953036579966,1.430457604381456,0.0056333112665254,-124.25401657955295,-0.0011651176831513,1.375493848984979,-3.059246914938406,1.4575938871608989,-0.0220098026536252,0.2348355966203863,-0.0492949093565015,0.0077011787230197,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571819960829,20.225129837819843,1.435154775254336
0.58,11.917073364896194,-20.37676416830126,-7.03617258240913,111.7214477899382,-3.022554101122405,1.4295460211025068,0.0128472199151389,-124.2528621943396,-0.0005391311117381,1.3782206261885832,-2.9969980497631696,1.4734492042977148,0.0267860563707714,0.3884423696568528,-0.032471823155804,0.0168866274674881,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571819960829,20.225129837819843,1.435154775254336
0.6,12.980435883841862,-21.12478740195146,-8.366445658456497,106.99941570976702,-3.0250551060766027,1.4282486881777,0.0231228460520724,-125.97000887004624,-0.0016069786628618,1.375833358886138,-2.958039201049341,1.4904822443764132,-0.0187746912113799,0.4945541300640114,-0.0684630699777693,-0.0051915379563333,53342.5,11583.6,11419.2,1944.6,52069.6,9.7,77.5,67.85571773725653,20.22512979617097,1.8037114292248897
0.62,14.082661160476857,-21.69725680034245,-9.803181136173492,107.60655257646845,-3.0283138793283206,1.426556824975148,0.0365390436301764,-125.97032378200502,-0.0010556915296315,1.3779205719113534,-2.9399211533430782,1.486445242897901,-0.0113561844453734,0.7012807701692778,-0.1210983106065046,-0.0025163346643841,53342.5,11583.6,11419.2,1944.6,52069.6,9.7,77.5,67.85571773725653,20.22512979617097,1.8037114292248897
0.64,15.224073418871605,-22.069617734356587,-11.351677712322918,108.20781435564056,-3.0323418896363408,1.4244637034370229,0.0531619332430983,-126.81223591574134,-0.0018453662753881,1.3747902433649162,-2.9873633838133764,1.5211352034233048,-0.0598708912540887,0.861302277565034,-0.1099491247410648,0.0062112299371583,53342.5,11583.6,11419.2,1944.6,52069.6,9.7,77.5,67.85571721692894,20.225129749299608,2.218482621778931
0.66,16.405004414044228,-22.195307886431724,-13.006350112993932,108.74539486498544,-3.037145981688031,1.421964886802354,0.0730435818996839,-126.8091210727438,-0.0011468949448589,1.3782481325338265,-3.08134769859374,1.4946117107888617,-0.0645538509533959,0.9774976229454796,-0.1282729069735867,0.029688732255591,53342.5,11583.6,11419.2,1944.6,52069.6,9.7,77.5,67.85571721692894,20.225129749299608,2.218482621778931
