Temps,Position en z,Acceleration en x avec g,Acceleration en y avec g,Acceleration en z avec g,Angle phi,Angle theta,Angle psi,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyrometre 1 phi,Gyrometre 1 theta,Gyrometre 1 psi,Magnetometre 1 F (en nT),Magnetometre 1 H (en nT),Magnetometre 1 X (en nT),Magnetometre 1 Y (en nT),Magnetometre 1 Z (en nT),Magnetometre 1 Declinaison (en deg),Magnetometre 1 Inclinaison (en deg),GPS 1 Latitude (en deg),GPS 1 Longitude (en deg),GPS 1 Altitude (en deg)
0.0,-0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.727269928357869,-0.0011340631220935,1.3861492644713298,-3.0059197800977278,1.4656999703622866,-0.0479931295051426,-0.0111736884813822,0.0166453369960587,-0.0034732409398429,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.02,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.728161696159026,-0.0008590127046019,1.3892070682874116,-3.006250888431364,1.46306044742397,-0.046312403312197,0.0006359860744196,0.0327205793073809,-0.0322231689006489,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.04,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.7296607009408,0.0007474570215778,1.3872975359575983,-3.003464648091217,1.4643554739628122,-0.04855103770479,0.0168265235463821,-0.0331696801905853,-0.0300964836050416,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.06,0.0006113729580661,-6.817293570821956e-17,-1.3673416823280118,12.815010799336983,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.728908373685616,0.0004952865415473,1.3867387158000166,-3.0034682807608237,1.4634145555434186,-0.0478406408855254,0.0208983160753361,-0.033260742466355,0.0233068125426981,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.08,0.0044320573940776,-6.817293562638452e-17,-1.36734168068665,22.84518870120791,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.730660172625466,-0.0030002362344108,1.388128633168003,-3.006440069093925,1.464090595976517,-0.0471524032488673,-0.0161460697018676,0.0050889301072827,0.0185507275847897,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.1,0.0156640220199531,-6.817293538580763e-17,-1.3673416758614096,34.03532204232874,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.727742651365004,0.0010083816542708,1.3887594689805831,-3.003989008557844,1.4659002857798489,-0.045299709957736,-0.0129579576676698,0.0443817317882643,-0.0286565210555429,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.12,0.0404019118688159,-6.817293485594803e-17,-1.367341665234038,53.62214912589184,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.81999609547712,-0.0006053162788377,1.3879927759210589,-3.007059912615247,1.4642509134522483,-0.0463574293398334,0.0327326131728272,-0.0305097476696883,0.0124715947202054,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.14,0.0858070632364892,-6.817293388341743e-17,-1.367341645728033,70.20518344063902,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.820567671914404,0.0003844722718463,1.3884059032263547,-3.006321450236089,1.4634460411289598,-0.0475911430160965,-0.0094785815831466,0.0417796493482096,-0.01339103056329,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.16,0.1584501716125731,-6.81729323274784e-17,-1.3673416145206296,86.81054748308546,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.860202154625615,-0.0030311991043034,1.3861928382723605,-3.004009642485721,1.4652581530245512,-0.0478462322501305,-0.0045806249206645,-0.0201124900837826,0.0033163742574089,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
0.18,0.2647773950016087,-6.817293005006105e-17,-1.3673415688425663,102.76400691342408,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.86200924791412,-0.0022467093130395,1.388087430931507,-3.0064479168513887,1.462926057245634,-0.0482220613851196,-0.0435856478964078,-0.0158095260507758,-0.0252904934907538,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
