Temps,Position en z,Acceleration en x avec g,Acceleration en y avec g,Acceleration en z avec g,Angle phi,Angle theta,Angle psi,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyrometre 1 phi,Gyrometre 1 theta,Gyrometre 1 psi,Magnetometre 1 F (en nT),Magnetometre 1 H (en nT),Magnetometre 1 X (en nT),Magnetometre 1 Y (en nT),Magnetometre 1 Z (en nT),Magnetometre 1 Declinaison (en deg),Magnetometre 1 Inclinaison (en deg),GPS 1 Latitude (en deg),GPS 1 Longitude (en deg),GPS 1 Altitude (en deg)
0.0,-0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.733995550159822,-0.0124080472097146,1.3628230773821828,-2.9968568642705558,1.4469551910418197,-0.0353846447238816,0.0702807187019052,-0.0505870127621567,0.0663352929045618,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.02,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.732321616235913,-0.0096067699455872,1.3648313550389466,-3.020527248532084,1.382156448895201,-0.0575548179712843,-0.0532208461264653,-0.0414338575198833,0.0654696458264134,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.04,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.734012135535163,-0.0108586702076512,1.3638038526000342,-3.038495801895827,1.48833229307741,0.0305967340542425,-0.0278296926492776,0.0203103366384584,0.0444748438348273,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.06,0.0006113729580661,-6.817293570821956e-17,-1.3673416823280118,12.815010799336983,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.731590184777447,-0.0136745565794086,1.3592358202825576,-3.032402301072516,1.4200119466433834,0.0297870585752293,-0.0359164952629684,-0.0368468221809362,0.0287596755926107,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.08,0.0044320573940776,-6.817293562638452e-17,-1.36734168068665,22.84518870120791,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.734346222785534,-0.0117524047007337,1.3636919770559228,-3.0439622742095693,1.3720809866046817,0.0527995322423345,-0.0344307595771334,0.0374846820944137,-0.0566562871975422,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.1,0.0156640220199531,-6.817293538580763e-17,-1.3673416758614096,34.03532204232874,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.730592665865018,-0.0084500393819866,1.363449325446607,-3.041030076343998,1.4389551781061547,0.0312235648246422,-0.0258368408321403,-0.0484336191739251,-0.0728243707932996,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.12,0.0404019118688159,-6.817293485594803e-17,-1.367341665234038,53.62214912589184,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.825614632697256,-0.0087270852358403,1.3600315522443618,-3.047619407978527,1.480617237885347,0.0249481025150077,0.0644795364112928,0.0431186858039727,0.0110146896223472,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.14,0.0858070632364892,-6.817293388341743e-17,-1.367341645728033,70.20518344063902,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.823887084978416,-0.0094176543546155,1.3613011456829045,-3.028938094943437,1.4328168393669307,-0.0277804927546996,0.0479072364470869,0.0132751578004583,-0.0035933593883483,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.16,0.1584501716125731,-6.81729323274784e-17,-1.3673416145206296,86.81054748308546,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.868573458072422,-0.0103397567630894,1.3611086694696966,-3.0537032667493293,1.465462023169676,-0.0515067034109102,0.0463825508325088,-0.0496990111016169,-0.0210861468263536,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
0.18,0.2647773950016087,-6.817293005006105e-17,-1.3673415688425663,102.76400691342408,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.8659020872581,-0.0109328246562923,1.3617524616478858,-3.026032437160552,1.4234628324097969,0.0556566172332533,0.0255976494669147,-0.0166461661462673,-0.0238002585802147,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
0.2,0.4109760596116052,-6.817292691863935e-17,-1.3673415060357743,118.0622846378739,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-34.06483816632453,-0.0116489135143285,1.3624504230370302,-3.033661964915884,1.4424618707687618,-0.0410695638639907,-0.032053151421062,-0.0282983286293199,-0.0259008101327,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.8557199803261,20.225129998227764,0.0156827521964588
0.22,0.6003721614072629,-6.817292286197394e-17,-1.3673414246714082,119.5724705057692,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-34.06789628863087,-0.0105784904781777,1.3637036524587125,-2.982202812310987,1.4545648428952114,0.0515676974386061,0.0430582619832649,0.0604777384673058,-0.0450647927576284,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.8557199803261,20.225129998227764,0.0156827521964588
0.24,0.8335541615322478,-6.817291786746063e-17,-1.3673413244966663,121.03907582344344,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-53.682531917013776,-0.013354851884819,1.3647808158792418,-2.986494077983337,1.388221017509999,0.0461128189676173,-0.0064623598039455,0.058869063023879,0.0190162959861533,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571994925398,20.225129995428773,0.0404514161939274
0.26,1.1111033002476165,-6.817291192264986e-17,-1.3673412052618483,122.50820753208288,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-53.68237959280137,-0.010136986760616,1.3649422456341074,-3.017675897977882,1.3913135496852298,-0.0609127079228801,-0.0032111629492522,-0.0162441536218671,-0.0074886712778134,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571994925398,20.225129995428773,0.0404514161939274
0.28,1.433649153163581,-6.817290501405674e-17,-1.3673410666964891,124.21878579451592,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-70.26673088567945,-0.013040760703306,1.3613744979974831,-2.9593773071307785,1.430703450997676,0.0263301164394599,0.0009306463204035,-0.0641739822700887,0.0263233729209853,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571989222265,20.225129990291364,0.0859130697571229
0.3,1.8018698736587468,-6.817289712715599e-17,-1.3673409085092552,125.93335530838722,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-70.26875651228995,-0.0138942004206601,1.3627091934842404,-3.0284698593712758,1.403182842238926,0.0557821554737515,-0.0094109555502342,-0.005001093344086,-0.0153888770275693,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571989222265,20.225129990291364,0.0859130697571229
0.32,2.216271982511488,-6.817288825109845e-17,-1.3673407304825451,126.77771160105746,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-86.88352681116969,-0.0137551926089127,1.360122519199436,-3.030164990296663,1.4690905859097831,-0.0101290255764534,-0.0620090450511497,-0.0206649168159188,0.0157607005710444,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571980098221,20.22512998207238,0.1586439915240105
0.34,2.6771891879219814,-6.817287837873644e-17,-1.3673405324729988,127.61914111610916,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-86.88132486139541,-0.0136021258915654,1.363603772049197,-3.027934027345636,1.4451794339778283,0.0295190050820577,0.0384534572039825,0.0030780404917741,-0.0424325450848853,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571980098221,20.22512998207238,0.1586439915240105
0.36,3.184954964167251,-6.817286750292729e-17,-1.3673403143373553,128.4620264111725,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-102.84343461386084,-0.008184992556503,1.3609386293137242,-3.038474334715086,1.437985375439432,0.0030243045583232,-0.0162698879723015,0.0610783571137592,-0.0083119573248697,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571966743824,20.225129970042676,0.2650965398834325
0.38,3.739903362785732,-6.817285561651597e-17,-1.3673400759321075,129.30637128027044,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-102.84353261419096,-0.0140451599375956,1.3600654182340803,-3.023985312211875,1.4388676421615534,-0.0544202378930471,0.0355940954983699,0.0317688445411461,0.042248979786179,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571966743824,20.225129970042676,0.2650965398834325
0.4,4.342369014082624,-6.817284271233504e-17,-1.3673398171134972,130.15217953064445,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-118.1506343735231,-0.0081502809700801,1.3618036177089037,-3.027081941565175,1.427906651885965,-0.0436951963804362,-0.0450596377865212,0.0632415522622572,-0.04120386681523,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571948382174,20.22512995350241,0.4114636248513383
0.42,4.992677634208537,-6.8172828783408e-17,-1.3673395377415982,130.95153239585392,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-118.15285737258505,-0.0079647854893622,1.3601507001133957,-2.963056678166044,1.4783572331948074,0.038369289571642,-0.0674079773509172,0.0301740805500027,0.0255341254433207,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571948382174,20.22512995350241,0.4114636248513383
0.44,5.691145956101611,-6.81728138229508e-17,-1.3673392376803422,131.75195157211317,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-119.61573201312726,-0.0136241973341105,1.3598533377595312,-3.0246418734978504,1.427361577260681,0.0461226861384127,-0.0123682172750651,0.0650171149062262,0.0300730939940226,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571924596573,20.22512993207623,0.6010669102879435
0.46,6.438091202394054,-6.817279782416884e-17,-1.3673389167934502,132.55376165084866,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-119.61639233663892,-0.0116123545350755,1.363102726221207,-3.074250713240904,1.4588355995355833,0.0594628123295619,0.0139010916389261,-0.0598514414860126,-0.0651806232133777,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571924596573,20.22512993207623,0.6010669102879435
0.48,7.23385492196288,-6.817278077974648e-17,-1.3673385749341933,133.4769676805117,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-121.08790749674688,-0.0110739701400767,1.3625222293826318,-3.066046418171522,1.423149733239409,-0.0134837831856953,-0.0694874448805525,0.042329588294294,0.0640107871852556,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571895314158,20.225129905698484,0.8344872207345662
