Temps,Position en z,Acceleration en x avec g,Acceleration en y avec g,Acceleration en z avec g,Angle phi,Angle theta,Angle psi,Accelerometre 1 x (en m/s2),Accelerometre 1 y (en m/s2),Accelerometre 1 z (en m/s2),Gyroscope 1 phi,Gyroscope 1 theta,Gyroscope 1 psi,Gyrometre 1 phi,Gyrometre 1 theta,Gyrometre 1 psi,Magnetometre 1 F (en nT),Magnetometre 1 H (en nT),Magnetometre 1 X (en nT),Magnetometre 1 Y (en nT),Magnetometre 1 Z (en nT),Magnetometre 1 Declinaison (en deg),Magnetometre 1 Inclinaison (en deg),GPS 1 Latitude (en deg),GPS 1 Longitude (en deg),GPS 1 Altitude (en deg)
0.0,-0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.669541660457211,-0.035259422751942,1.3730480949559067,-3.027717830252035,1.4455999447810222,-0.0657125370844219,0.0212084033126461,-0.0226271176554544,0.0213903230449519,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.02,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.670839161615046,-0.0429611921915471,1.364817645452476,-3.008632867450238,1.4880318470991585,-0.0690602060988306,-0.0166000176186423,0.0403603064828609,-0.0158393642069426,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.04,0.0,-6.81729357213145e-17,-1.367341682590657,9.729141608459434,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.668740444744238,-0.036203065483984,1.3653846414197262,-3.024499952969682,1.4565372031659347,-0.0398468788085529,-0.010757828897132,0.0138777669736259,-0.0044915551416938,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.06,0.0006113729580661,-6.817293570821956e-17,-1.3673416823280118,12.815010799336983,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.678629995747162,-0.0301624500376823,1.3667343279427735,-3.023471509953512,1.4766008973447622,-0.0342926064721559,-0.01262624773837,-0.0096566384697679,-0.0417039524416727,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.08,0.0044320573940776,-6.817293562638452e-17,-1.36734168068665,22.84518870120791,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.676607524975294,-0.0439491857748799,1.3691294317741918,-3.001179737098345,1.4730716753850552,-0.0468662962088115,-0.0004988157768499,-0.0254024535191334,0.0254844199310616,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.1,0.0156640220199531,-6.817293538580763e-17,-1.3673416758614096,34.03532204232874,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-9.664256229192372,-0.0410331994949953,1.36769176291766,-3.009680644258534,1.4438246060710431,-0.0517479675948171,0.020303437579387,-0.0151675981258891,-0.0036876881647042,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85572,20.22513,-0.0
0.12,0.0404019118688159,-6.817293485594803e-17,-1.367341665234038,53.62214912589184,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.755652756823372,-0.0327859370015991,1.3782263523637606,-3.032922268726745,1.4724098112710635,-0.042475134723127,0.0094468273653505,-0.0176781779920716,-0.0064447932751614,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.14,0.0858070632364892,-6.817293388341743e-17,-1.367341645728033,70.20518344063902,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-12.765351245359929,-0.032042480476497,1.3774570269093729,-3.027257275249609,1.471541957104164,-0.0746312740765577,-0.0268486280683192,0.0378173144340763,0.0202603312506313,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999923228,20.225129999930843,0.0006119845348831
0.16,0.1584501716125731,-6.81729323274784e-17,-1.3673416145206296,86.81054748308546,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.80113118834316,-0.034802778204946,1.3676043019636432,-3.009664957879032,1.4566837823147838,-0.034360314225804,-0.0438918198664756,-0.0398772938477531,0.0270329075644582,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
0.18,0.2647773950016087,-6.817293005006105e-17,-1.3673415688425663,102.76400691342408,-3.01941960595019,1.4311699866353498,-4.9858010319812314e-17,-22.802946224842824,-0.0455962470820034,1.3704176585571095,-3.029889524754554,1.4707477002094238,-0.0525235569401447,-0.0019055237722152,-0.0026654691739563,-0.0424540597092076,53342.6,11583.6,11419.2,1944.7,52069.7,9.7,77.5,67.85571999443363,20.225129999498577,0.0044371542224421
